# sigma_avg sigma_min sigma_max sigma_std
212.63062823155943 169.69704096574415 232.388134636498 82.3838240529588
211.9040765055263 169.78187467682213 232.22989976366998 82.46522172569624
210.95126094377792 168.77942844434233 233.97761021725802 81.85884886735238
212.10544743781801 169.19731159066578 233.0068585398598 82.06785353521174
231.5271860261683 172.97096156236762 230.72879163686392 82.54715725112692
223.47427709037802 173.38808788006838 227.5423046798607 78.29322445883689
