# r r_min r_max SF SF_min SF_max SF_sig r_ctr r_left r_right bin_num
1.71973903827262 1.4702522099152018 2.170332489384567 12668.040276922757 8042.2997598893535 17670.023257344328 12424.608356538267 3.22899307 1.45554969 5.00243645 0
6.025636723150532 5.061370390615254 6.888608102958268 70443.16581331032 50924.30620627819 141616.18594660293 91835.33877549882 7.4040710050000005 5.00243645 9.80570556 1
