# sigma_avg sigma_min sigma_max sigma_std
457.28749461077405 30.90420387796785 31.652532971025185 31.260244784443255
456.08656161785467 30.879248305895956 31.272347305167003 31.056481545106646
456.4577951393356 29.961984164019572 30.69418404079919 30.306647579152052
456.6837792086747 29.432738269204272 29.155612297386398 29.274227306847138
459.87899907092174 25.197493416297018 26.158306428277854 25.657574732445966
458.9366364424924 40.61636258914225 42.816043003961774 41.66764806444586
