# sigma_avg sigma_min sigma_max sigma_std
304.67483799598733 125.37622144858666 169.10989563403606 67.55714237930076
305.94472446848545 125.09332347170756 169.67045289961288 66.91431740240596
307.3239948137374 126.52182785660892 167.63737346529987 69.32845020062128
306.6353454998617 125.63557015267465 168.92194599362327 68.66189511725938
321.20496204056514 138.36082513061032 155.56315680228604 52.85840660264667
