# col0 col1 col2 col3 col4 col5
259.30505003955903 242.9796877200327 239.86712573856923 278.05886448179484 138.57485129238455 264.4732348495688
-52.14284090099564 -26.327537556841563 -163.59265640292665 -187.0167826927879 -127.93167171123592 215.94437514127546
103.44339392173657 -60.6720602265639 -16.720749560084542 -28.168634688039916 -257.79197053226574 -470.78097185516464
196.92209658224377 197.31604453872993 -19.47666273305009 23.3219923326025 160.39469862737772 -113.4725500749252
248.14015192808043 15.19641291967124 274.4760586172114 240.64410909794577 20.57583986272813 458.19541103977554
-49.93519117274833 -31.131621575714952 -155.567551570109 -173.93222524804366 222.4096124884699 308.4822353894269
239.30746301989944 514.5556419050624 638.2040142022373 393.50027173891044 -26.100933492044796 178.9426215821668
75.91481374221487 180.77932492805124 327.9356596437949 20.663893513627762 -64.93187493313046 -395.2475550425538
-48.556068390741345 -61.95024811219123 72.59045951688506 69.69982506641064 225.10397211966313 84.3456071457765
15.796924995848741 204.55443910150416 24.835650303813075 -14.84132469813212 233.80990345799177 -547.6705127577515
-50.5295420514075 16.851968115125366 143.9172044413881 -62.918409352296045 -96.96071605230865 110.31295814472672
-530.9512524743526 -741.7881774178427 -783.3250263048423 -485.2037923116337 86.15887012551566 -343.74871494426395
-307.5508127919657 64.30268174560342 258.3535199659145 -240.44680967378147 -577.4106994360636 149.51115668402323
-233.37648899690404 -510.309394195409 -174.66683966195964 -42.466209077469564 -165.99458985723973 282.7428290175139
148.45035533286492 197.91682537244125 152.90691047482528 183.42119739115105 148.86149237571172 38.0995988728488
25.70969883320507 113.26495508993534 -2.977841855716676 45.12440978465629 -123.68103542763808 219.48694857422402
84.02256662674601 -24.90756781496269 -28.690323012701874 19.010813941393707 -346.3089430659696 -172.01134221955766
-293.48898201717964 -163.15651938260524 -43.11832311763389 -166.54846714486786 307.5783202775967 -12.491113438640511
-353.1364413873176 -314.8732898956286 -99.43482988986688 -285.8997824748124 8.041600666391052 107.0348618952552
-188.47387885575327 -43.64570807534032 -112.5354002072855 -174.91413566349945 -4.896982915792215 -152.32646385829167
-243.48886933810073 -191.93866641175362 -385.4830502642366 -257.69159616196674 -166.01366290268948 -20.364547886187886
351.7103048105227 514.840600654624 535.2328697149252 494.9377490047202 -141.86473562496758 157.65427116219388
164.96466179275393 -63.632572154409175 149.8977435864296 313.74416131588936 -127.70999068094784 -243.36321861825104
339.86904142694993 449.0517941001893 546.0183625448659 421.4890790691957 -31.52352567268993 -299.08786039896677
341.0187183734811 291.260102216057 413.4596479350231 554.7014477010114 -79.86212449216679 -20.885615967322423
103.52909819823077 139.97232933423567 142.6429832227825 251.87444361755004 68.58598018063657 227.12357655192426
165.60624592663288 -16.993759704175076 111.77656052795246 36.13045396809936 303.45095831665765 18.917695725140803
-276.68478117330426 -145.40929855775786 -284.60934509371714 -355.3056502491754 -80.21793358034722 255.91571802352126
262.9877413206806 164.67679668097063 249.74977408528565 347.85070397481195 194.73241376509776 172.44026190498238
10.85397294745897 -134.36810077614294 -329.80835726756106 -227.3765612428287 427.45365377190853 -178.18326746921525
-516.5386996916895 -426.5858663755146 -409.6050012582462 -428.884542191445 -415.3882527570606 -154.06757398409022
-11.793366510954433 89.1321615572623 75.58576435438441 -25.116317675295107 98.51344819482554 65.05591497017798
625.5817232805816 623.9820816131052 603.4284416127892 636.7081809896695 64.23425739288905 340.29163174679235
-516.4599045476544 -612.4314062050265 -514.7150799891259 -475.77816171657287 -428.90675354043236 -206.4579712459424
316.73966574521035 386.24303822309673 350.6081718827834 396.51683056583033 -191.34432590960384 214.9188541967643
-151.28853650080907 -228.3460187477819 -204.48682471351324 -213.9035078069065 296.09582710535625 -96.48294370950478
-137.08285617260412 -93.9095770692893 16.25863924304668 -220.30130513328893 76.02253855156891 161.82995127664952
200.03145633437214 196.26481369102146 159.7955325321911 209.5706115295157 14.257146872650978 -294.2531200465211
338.2223493342546 218.32885081134688 269.2247437901999 152.95711907920156 114.87786551576895 175.63557332145442
246.70531748780377 260.4751382757197 160.33346545813896 288.2140476842703 35.04760857008307 -248.48289906396008
645.945593332507 557.8520467508969 317.54574878351946 358.0385955096352 387.03830840578865 110.06254109431748
245.6314434999983 463.1445285308799 600.1259352599942 428.38862933849714 -185.39543396255482 211.45692917792806
586.2869501306005 368.16657870774515 327.94300126171964 406.6872601616371 471.6954425545234 381.1687094151079
88.59704732834244 176.6445274815052 69.03999516690183 -78.02693485974616 126.30790186614422 40.54752805005304
134.94644102510586 39.1014684862555 143.91207840273566 119.13752641404807 395.2263562141502 123.68668380923269
-535.0874000095079 -662.6333386215726 -533.6020177464663 -559.254166467321 -235.45861081679385 -185.10372929547057
-49.4782861387889 124.51576116480099 -170.52952897614972 -239.50314912692815 72.77822166965757 -221.2522891760836
273.73030035806596 446.5826325344216 291.7526645017239 128.6362623077508 602.2519894528073 -9.055675190969506
-581.4099952016145 -341.36667781425365 -334.5628388260433 -515.9239442008931 -196.03997580906503 -209.34306915807755
146.24136827685422 145.56860213236394 49.77667218458382 73.91794003113382 105.23090975145675 188.47284788753885
-3.0460824263603428 34.01242036109678 47.71774101074258 55.87620409803287 -138.82332429984837 47.42112967831623
-88.797999188303 -6.177835271540614 -144.73556943501737 -192.18901841199389 51.853160151817285 -162.1467089802439
-514.2894598114547 -217.80346449302291 -327.0630410950851 -367.2079531949484 -114.7291345785175 97.73626963309763
165.10145569053014 217.86070075138187 249.38965588911742 171.6816082942703 261.70925124443187 526.6537743482954
649.2115146451731 462.1521753897412 423.4941396916237 413.19887229064375 548.5949535976875 110.37953959273564
-319.59102650431515 -309.4174841872424 -165.8880924448914 -266.58979032965243 108.33567441341296 4.631867522390174
-481.25704973987627 -591.075927983562 -248.97254323656048 -304.22138574605367 -323.422403654596 307.3801707725957
155.509636677362 105.83639237050187 273.86813546121743 85.88761971921727 41.592985009290175 211.05351834456835
398.51093707045476 634.3472018702083 640.2938601565892 274.7962650908078 185.80930082307236 213.3615763854851
20.69407776191393 -62.30023230499498 -71.36753277667933 18.799477044977035 166.0471340582769 -670.8936536325874
202.70574100959092 179.0063915329216 390.5405461488968 375.34669077495585 82.05883272320492 175.8632401404673
88.9830248749319 117.15139014096786 116.2353739356661 -19.73338268396528 16.74474848705603 493.46949184404224
352.4650217812479 305.6930682249074 276.8275246265276 276.38917977434835 152.77153083220858 -80.54035663660045
-321.0958241136883 -185.20454664403965 -304.44451392717536 -488.6626814189131 -93.38493523224227 378.7810133061592
458.6540550674137 282.92980589934285 203.28808486801992 316.09472763906024 274.74872785363885 1.0184785913922987
-36.082082420692984 -107.46408198111736 -14.245614197475597 -94.61669079931352 -229.6551516624827 -124.21833208940299
-1.267416364385765 198.10447472114262 156.5830491655221 24.93972864173056 123.10684544044582 131.3270275998952
-215.64468298051577 -309.17495008947105 -117.54211696336395 -41.85324977969708 -194.8778129804216 -93.01531443825036
284.56072716762657 190.17484317403384 20.396118945768535 178.80856827747309 276.6556694001535 -60.46981578047324
240.0710223918309 447.4743372719601 398.3841931510373 237.75214425246767 -22.680286831180588 247.983487893057
605.2479738441056 651.3113571979646 641.0192847789845 488.4265440140017 242.1905287771694 418.6529340467992
-45.68711447594062 -174.25531654441707 -73.66491396141092 18.719382193466863 -147.28692048231085 -98.89132856703515
-98.42287077108458 102.22079205855015 170.61856363359155 30.729795513545653 -358.83180519637483 49.233803168402474
105.91177776644466 254.4756912272557 275.40084006458795 151.9373672375497 233.04467169491073 -19.29406989101447
-612.1509546182341 -495.32602122267417 -519.1603263213802 -718.2892698286254 -479.75418332110274 -387.97627413433645
123.65992051951764 24.285788336246465 -13.499324915909199 82.73772361162595 -71.66900767842634 96.49349898072245
-69.14431799852923 -158.3261571312736 131.81500782002541 -135.75326945893067 -222.68298521794594 195.98691093550897
231.27195106997664 477.84603224224776 625.6917591040249 383.27263826469766 97.5112666326612 440.5435564388715
79.49049766565079 65.1430769721878 -38.1457956573755 -67.98398442527463 -83.91797614964267 80.53026259701456
-99.47027269395954 29.187724170556656 -122.35087167470259 -87.75611168776936 56.70277274960558 -378.00968160252256
159.6383946095818 103.49370134693986 12.749904004612176 185.7217197512737 -55.61185188663586 178.18188830042672
308.4342189140701 171.75114611568355 278.29863531598704 274.2082931042504 117.09323181071156 443.69237590420835
56.73172108650257 35.146046752582876 92.62059500776526 129.8583665700346 344.39809307335986 -63.5819748317856
-147.2650151041337 -407.40506571747045 -457.1618646197537 -167.2895488563223 282.79608124849346 -223.39448425649886
96.2827794620116 51.30053824918001 95.8949013675161 234.62569107756602 175.2081516578421 81.39087414845224
35.44535826754663 147.19347163401545 45.08105520846231 -106.7239461256249 -38.69676899441376 15.126611730502457
-232.6844115614452 -208.68326262709988 -172.67683312528567 -259.624173984532 -201.8953950040563 -125.04703278324129
-158.95300186779792 -14.572414813801103 129.2773263199305 10.286771207782976 -412.5532185344305 42.71949084172117
-111.02186804144905 -35.1372814224696 77.96061416774671 -27.861289352316987 -181.40441388537707 -116.29903638753687
21.670422777908744 46.76739860262755 -106.90925905288475 18.36413923712724 32.41558406795833 -166.96497665248626
-181.27774520283688 -58.59561539189919 -175.6131864159591 -265.8201354028145 -295.9664757782913 -214.66778808488155
-8.551257103037548 77.65152924802022 87.21728801694523 -61.200517810567796 -123.23070201822378 -60.58629067746902
-276.1071565646842 -344.01050571463225 -109.63991225650233 -210.3476837426119 22.620889873037584 178.41151135583917
105.7778739693837 117.6969162760857 206.66895838701024 199.08444340280653 -86.53729053203264 173.99622263291573
-375.172132904399 -392.8112096645261 -158.06246046658077 -238.07907228104347 -469.83346556950505 -237.28968056040424
-62.46466548539898 -114.61473269048248 -118.44868441653153 -17.917269597802232 88.60283611523887 52.27682525979504
228.95848161020191 328.2660560438057 368.5793511234529 149.71824785181673 -308.2102652633845 152.44295535509065
384.32078054005717 310.7234601324272 340.09764704814944 355.64327807933165 215.0380893703549 -46.0255242010188
-276.86456745079295 -97.44164059673642 -284.18050797525757 -300.0666744393411 254.4630806645037 391.37810822491645
153.90277666850804 208.85827267506423 292.08095536207554 136.60062803994464 284.9490556230479 271.5819868278079
242.1406734900937 256.69646608278526 352.4680596815951 185.20303225164113 -62.65635410135283 549.2011259795304
-158.4261521290175 191.9542808879297 5.896979036579477 -280.0185682880549 278.76359585156865 -128.25452113388658
-140.70994917102846 -179.65619204425235 -193.4939200707789 23.44815532830109 113.05624961168112 200.01192803052106
-200.2876072272964 -265.42453778011236 -346.68842548828286 -265.4523375156462 -384.92896787561244 -333.9966563588098
81.29307395806515 366.5402018595637 498.04405555388956 221.8009834549947 111.36487314748746 556.8097019504385
-20.741093867423082 -90.61991301588759 24.447687351222612 87.48377970935115 -306.50707336515165 151.03942115914865
269.0075894997463 -65.57318477964685 -27.243673514944508 340.2467081787824 168.6835318795777 -179.39078645190907
-393.9165135170444 -65.61201318494977 -56.81292430944451 -239.1147495792791 -383.72582588451746 19.630390406975327
-153.27857292706747 -137.7116043255671 98.31536712979737 -60.16286228029871 -302.10834351023294 367.8049038441816
-227.70036187422193 -633.0600433453578 -457.73703467053434 -171.07638421354505 -455.7386551265811 -308.96064444075074
-8.371117187350567 145.13763102927734 247.4654072164849 42.200728799205145 -87.65487168526613 6.440590663523295
222.33221822996413 346.6722921936876 358.8992530735452 213.92547907585015 417.45569180780234 -293.08804355003224
161.75614485610743 249.80254389162792 86.47291850677311 123.21093905842288 -394.4554278540244 -441.4770282044268
60.90147706998621 -19.95052228740421 -97.7659389835625 -89.34774478976233 -61.620398353983 -51.036427788975274
33.154161559984814 29.322018960171985 375.0373066963876 312.93566763105474 -220.50494423121515 570.2790203114538
24.63026344942563 -72.10859287662807 -53.1875096364992 -18.142810015054895 161.39270292448154 -70.88645566912402
77.4590112180846 216.07422032751674 161.56438559177604 179.17785935658148 35.460648905488405 38.38659319856856
224.05055060268305 286.7681492624901 190.1524786948401 270.2607476536797 -135.15999487571878 -81.53334563060372
-417.17089725674396 -199.83407485650804 -242.9304580369663 -428.335349574207 -46.6705252583875 48.8994199549092
193.642469322159 335.1135861697796 321.9699663374586 381.224600937532 -117.96135812914721 164.2317770040413
-154.9574954557542 -329.37530653750423 -296.0510039492724 -182.32466269800784 -338.6868280440131 -283.16241726846863
-512.9812660001382 -372.10028470668 -282.91378588870407 -317.40771639948656 -629.742595374399 -106.78005936028308
-142.22842270104337 -23.970214513299926 -107.6498631902599 -129.39161708482325 -304.4714419805013 68.84057624497171
127.00615630438551 -124.97453307505495 -64.79490344094646 190.11949761190726 3.1142208695350977 43.67124536486334
-87.05500273816135 -85.72337148867032 -369.6672037998399 -259.4664357488332 215.6404385909252 -586.3046462847394
29.706766720056656 -133.22158259007483 -224.70344728730026 -137.12289639064133 210.13611623951334 32.40516963191911
-123.55312148062872 -175.60408037035154 -154.05543110155526 -122.03271650842451 267.46488805954993 356.59952990013574
225.01401299415824 165.79076792640598 254.91396690090718 287.76606251602146 -69.4282344900367 240.83131369250353
-64.81812052471258 -83.7184326574586 -83.70016174198028 -123.41604446473019 -161.37586366271626 -533.8559882534523
12.500041621656063 143.89458416533333 181.66483288466296 151.5160502315728 32.84227392596204 233.96315771338396
-484.69353975180223 -351.2542191800353 -475.5176754214513 -699.2666615036749 -241.18411005616264 -242.0295925987969
-191.17371357714273 -122.82684165893755 -159.6164931387225 -161.2889916501361 44.307414749052136 240.7396761596316
-742.3992034704607 -835.5953531206462 -822.8615702777361 -693.3633241446909 -455.46424170421756 -74.34123529086801
27.51638408704741 167.5427103528118 129.30217603179926 114.9364941711346 428.05107653023714 226.20301140217947
-283.8916373992261 -421.0748765306359 -463.7198645934561 -347.4660365867256 -31.056582710182475 -254.90735475490146
643.9923134991923 631.5847119503317 652.184046697296 524.8086250114713 227.2513603021075 112.2742641063599
-393.8110584788846 -345.5146961770512 -313.58368630314766 -364.0460456384945 -36.732487480830514 -534.771840835529
647.1396044605887 653.6263851062595 634.4473281256891 706.2246368448853 236.56742777811579 265.76724669389085
128.37922910808388 355.8496061836781 426.2538807085991 227.46302374323412 -141.85397874117822 449.9480549381411
12.357178390716122 315.34410894501366 168.27074114133205 100.84804845164868 -13.394458759941394 147.79323624577802
-401.6473821672709 -118.79022223227868 -273.8608555897274 -250.1134277299245 -145.33561382444447 16.20170244133111
220.21047446145272 303.8457165136061 164.30699166628946 220.49393920149737 291.4911851774772 -194.30631492930993
85.18623443755905 -107.23890875299851 -111.18000060918048 136.96102270269944 61.53698849185306 -302.93686657639915
-291.64463722382817 -318.5312685851978 -220.3186045909527 -190.10191095917617 -432.11470190441605 -505.0226000806847
97.59151144253038 14.255917407049157 297.38858655678723 345.71307943271097 -121.31267289653151 61.54591908974514
-183.73733790573124 -9.529165632557103 -15.285425022280442 -65.55723177895925 -115.79885182730791 18.750811232336346
-382.1343457284962 -495.81945546942563 -310.6470644579286 -384.4031214357923 -9.348558734767341 -233.63419938012035
729.3497934264607 785.5415015072762 760.8285431968108 754.2096905962005 446.59251559275094 271.1391237471295
295.37428066545306 189.4946649290357 215.45611548479144 141.828902123346 293.91316592159455 255.71248796597462
-54.010019982846885 -261.9113415426748 -290.746781990349 -52.81016867575562 -135.9413402901033 -427.7579107214643
-95.61359352494222 15.229535908445374 60.016584486005314 88.56955050551416 31.816225461814923 310.7180178863139
20.45375490100472 319.72348466251884 305.64526199714453 118.68869279339128 143.56775556614616 519.9740695268936
79.93997363716778 107.67214305771195 -78.73478225175273 -52.11145441681715 209.83973214503854 -15.05532429698458
171.2426447837868 229.6256378765987 253.11201201891492 189.6801243071655 -117.9285649506243 -37.747587320865435
230.9614850262461 228.88644724416253 49.564218439409785 41.006844640285685 -13.798115698993177 205.65556875439324
-246.2982266028221 -188.8102389418442 -221.59980190069595 -188.39231898905126 -103.7932397381862 161.39013551356913
-20.040624134062345 159.86130852661753 157.88640197875395 -78.04367568471461 252.5513298349802 490.6704377357879
-238.49142307542164 -116.62842678588203 -113.92332925581827 -337.04325092807727 -111.54778987590112 306.8203264974209
39.818329054538964 157.68642919162724 77.87471053750703 -36.61818071090758 93.24580266119273 415.87817178283643
2.0196133075587994 -177.8092953201455 -439.9933715195195 -321.8772591545875 8.131773392281918 -155.5154632913488
126.9709054336936 512.240481959324 355.1818883705536 96.66101654442237 212.28102589840464 338.7305908609317
178.82308218659773 238.94123160549935 98.89921013066689 101.87549788353752 271.89738819957245 -65.91277367367103
372.1170154052044 290.0304768887322 357.7213700522804 402.7348004545992 454.6479489080373 621.7839919193473
129.5985761491734 241.00231119453883 56.43778021898942 1.3037711160854855 25.662324373578254 -28.94148347306265
28.06644171632633 -228.89683755137085 -59.44258155983991 58.048013454562835 135.06723261879208 264.34135513986894
84.22880918639069 151.0909861909116 184.15636680003885 53.06592971100795 -178.76417866915173 -150.33879593932076
563.5169510430173 620.5668805384281 349.10879631333444 380.2161829472636 404.7853611432796 -159.4318567810454
206.45548096876104 248.4398745490559 182.30028718988385 75.71124613680246 374.2123544646555 43.46591507002317
-1.4219334310429197 -131.10815974200636 -291.8929919545998 -127.17915563940356 162.2105569105607 -296.24950199321864
372.0874692025256 433.8330983963281 249.0581821236568 267.8748241889863 210.53662514392573 341.05373718969776
-447.54273796707815 -354.0743628578643 -40.76752333254604 -197.03015215637552 -332.0727230436386 292.2412828320622
0.25505288086829125 50.62421716950971 -76.25543400178648 -42.210702122401834 128.97172745646435 -481.33431630212084
38.69930242494709 137.7522982704468 390.86849082120403 330.48422400620365 -117.98029046779648 -171.03415064375332
454.7183128114725 488.69949458292166 338.2963063150632 274.7475421327739 144.52994494169388 -115.89603925565598
