# sigma_avg sigma_min sigma_max sigma_std
480.59287854780877 174.41350864315683 228.5998070263667 85.13554892970782
480.2044834286573 174.8472056575048 228.32094518396056 85.09471346030762
481.3707018641308 174.70741729532017 228.3857895354404 87.54158574658089
482.78799699149295 175.7861670026797 226.10654794819342 86.63011886199533
498.479049602044 185.1933554241001 216.39804923610131 66.88141485037526
496.089662777224 189.70248461867115 210.7503917090079 76.43940696555694
