# r r_min r_max SF SF_min SF_max SF_sig r_ctr r_left r_right bin_num
1.71973903827262 1.4702522099152018 2.170332489384567 18082.279996546407 10439.938187842858 24258.958905447646 16652.717442632245 3.228993066743485 1.4555496878160497 5.00243644567092 0
6.025636723150532 5.061370390615254 6.888608102958268 31385.266651662212 19790.04805485412 54495.75250603366 35362.46815112359 6.811201666955912 5.00243644567092 8.619966888240905 1
