# col0 col1 col2 col3 col4
-18.054244870647988 12.172321760704008 140.6855697942989 52.75523902088332 -50.86774442008729
367.8493019291344 344.0058797579109 346.48397946046026 375.6507951901998 197.35837245211243
-56.58413182300622 60.75514629363532 123.80540116843146 113.45076424683572 -87.00199387553421
248.41404639672353 190.80123270265858 254.87341050301262 197.04839846554714 230.77310427637659
42.08414804125158 -3.015135685405866 -123.30853855533414 -108.42217705126632 232.214821761
44.65548609435483 57.75158401187997 -117.28085763556226 -33.26479753366846 -163.1691675399474
96.94861156065818 87.06868233966367 126.83786057032727 154.2334915677552 -0.3330630888163526
-25.500259045856616 -44.29267394188101 -125.2480636289786 -121.80054168149523 -53.70052202442885
3.004626298704075 -129.430648839492 -151.05144341825633 15.262402741478965 -126.36775057547531
-66.69921114525965 -86.45185557439024 -53.23161907160484 -96.96771153806102 -193.93672344620808
118.90404403337104 116.56405803012916 209.01742362451668 201.71106859322427 -276.77541709785095
338.11913739925484 326.6704077977802 277.5322062443478 307.0111738781443 175.69174844733183
-73.74540491556722 -94.95370484039832 -293.22644947775234 -268.541618620587 60.28607259264244
30.782715424731414 101.51678886558096 -36.97113880477924 -4.6426416409655396 150.15780500329555
-196.40856989874095 -98.05500331444358 -70.2067020910002 -78.62107934924465 -166.1545950717733
11.436801220048451 40.48306860462817 26.338113894654654 138.30132380504782 -169.05874876192624
180.41317785007374 164.3735083110068 147.68893041360923 174.74440246684986 114.86928782666041
76.53699133442034 167.2728042417972 112.7256483847674 96.07864175710625 67.73978430594815
-16.29225309991577 -14.63382350801976 -39.80820705220103 -99.58556352375821 131.91039209260694
62.14274285261793 158.21362605481252 225.35493439093236 79.65382821143498 -44.902922167027825
357.6254503317172 167.93760813028604 324.01186606485624 369.0751897793183 -148.17779055072532
-152.38690495737924 -5.312305106803393 -168.56324784704648 -154.73120254750478 36.73386112223324
146.30067392809545 285.6515585753931 203.7655654144325 213.88841028664405 -63.6962952989432
78.23151690519771 37.2997958538923 -23.136483900607814 -66.63813810797757 70.69664658067991
157.3705576956383 68.5684418753687 101.09032236399281 75.2588904526915 215.74855060254694
-116.20744991051527 -160.726961292132 -367.16156520065044 -287.7077336376455 -125.7276127015113
-16.986696721485654 -63.554857990945244 -75.25163397949136 37.799666876573525 -44.251558050944446
-122.1136351716868 -30.160207339276777 83.1365329944135 20.249708882394355 -35.00447151197252
130.1082401336228 184.09534834974215 91.01292523521718 100.80358407618598 -42.846655555136316
-353.3117790830129 -275.17769686432473 -117.78669048691614 -155.07104066425998 -49.33934381266451
-8.418289764550018 -114.61952108390881 -139.4578469137647 27.710663041087308 52.96566900518529
-145.5007741199123 17.014755072876536 52.47643011829162 -71.83882190100721 -111.67369814897343
-619.7782319707758 -601.3335477227502 -642.0187992608096 -708.8501136362152 -456.6766979194722
262.0950690923075 178.21122210660138 40.03900172732899 159.9519444493601 1.6414389882300657
160.08979507051504 93.22428070407364 -1.6882024691036293 73.96325823340041 277.2635681526959
234.70966272573884 168.360681549268 328.08604760963766 259.9552959248615 258.1809599916807
-200.52401689669261 -245.65487631747547 -288.4986932233109 -232.4582555611687 -25.25616501463637
-123.069866615035 -156.22498247759341 -21.351480754965955 -65.50339486047335 -401.4922810354258
-418.26957829495757 -366.9802932309782 -370.3384349456495 -338.2396490030659 19.390264857941414
1.5372945144070016 -54.53293296330378 70.79626104751304 66.37436051080229 -121.05387080897214
-114.84602987952793 -16.238455589577914 10.114634487217087 -135.23691914966912 -60.174395792375776
44.29363926433658 36.70693456669031 -86.35592365420092 -47.105459018522524 314.70561527732525
-279.58954248073826 -206.87037799497497 -267.7712112560258 -300.5540422702322 -73.65713737793705
-180.18041967193193 -77.92596643622514 -22.434110307329398 -161.4415403286076 323.66854948680304
296.66189829059374 227.78903150389516 109.74265049562987 231.24564224787508 100.25139952121559
397.74919696012955 290.8574320624892 249.36725721742388 207.90036394110635 158.66002009914078
-322.0733937735149 -121.85442410257507 -24.27250878133905 -144.97647474144568 -197.9374628995696
70.1766187314578 -59.24020708834458 -13.275047757805577 38.720081196221294 -16.711065821124695
-172.7383000504108 -177.65014643939097 -140.83144835593882 -94.58637207656929 87.50337705307663
191.84485853189236 262.79496169137155 284.0359695186339 43.42458627907149 162.4293003312385
-53.983865621588116 -151.79817382657814 -305.8541269637487 -267.90116769281934 326.1398910161296
6.239346764399487 44.28148148439913 -3.585257410774254 -118.62629814532946 46.39190012057121
175.11498935362897 111.45544347568317 293.27989792846944 308.9207119196764 62.82021277558742
-174.58521815320205 -27.85673826777505 74.35827372377625 -67.760398433841 -50.538929705693825
-179.174559022986 -136.55745293965344 -131.37000594510005 -169.21235107636494 -96.13865973003587
249.4073293524939 53.859387056809446 216.1725599586477 180.14352247419274 195.86224547903933
200.99549788313757 82.67381004346944 49.730642970115476 134.72632937691696 149.35574569973832
70.48924062388036 -5.381866696387473 61.14331116940922 135.71202185844797 -84.08354788735554
-536.5421881220335 -406.17025831339726 -475.8134781793217 -561.9257914429677 -36.7659921458639
-365.40367268162896 -363.7125964496143 -304.2208006316964 -233.64160066956703 -219.12049819199768
208.659816108077 216.62164001548047 202.26958390047957 188.23753535116296 71.58845769005072
226.5097635239308 130.29776098252643 229.31226180973786 311.95367781362637 59.609678118457985
-206.12285037263194 -260.391236933979 -272.69675847678093 -316.9692995154057 -60.42806924356955
104.28686255208345 -68.40121066309761 91.23788280732933 154.89686423896438 -60.84833775977617
-81.0638622228883 -40.59578939304518 -23.1187387103918 -4.215388847563368 -50.248637241532855
-175.6832897387832 -368.5984653701566 -294.0740056808209 -271.95516914274197 -85.94858700645307
-166.07103127461488 -149.92954575899452 -153.23405820679164 -163.30902976665521 45.191156785175224
112.63403285471107 152.92571465421628 246.36183357403087 202.2812276125168 -3.6470815686248734
-111.86978972313182 -167.22516627385602 -135.60556234340527 -107.04872010665073 -18.893721258239875
144.12718427128996 233.5375477812818 106.83950445896042 214.7370808646546 108.8893174769147
399.4441669568829 255.27241753772833 240.22209725587598 277.3632738298656 168.83756803350045
-92.41137013139432 -134.8884333290975 -321.1549370476346 -182.21688996670105 -215.89273318119294
-482.08220066255984 -325.1815045948839 -396.23348680795004 -429.1297937501639 -74.25402970818263
-105.42996870210914 -50.324028521092636 85.05077650608541 57.41456955835093 -225.38884639865933
73.47648354057802 -115.24922498424537 -72.74299487634721 57.816229970839395 0.6602814567635775
260.597834240282 226.04695295978593 365.7821369254261 331.8448720317754 231.9888663299233
-213.11786347303033 -262.88291094920913 -226.49638615632048 -255.69306219152352 -8.420956472256442
76.74236019933613 81.06444619824607 91.75607392570612 163.08727498434573 -189.53011400348424
-17.59164743628284 -128.17269859638733 -31.406068748712233 -73.91760154789029 59.613700238490736
62.11260449375896 -52.33758704041582 -144.90207461909827 -32.60931542352021 123.58061841674937
-389.4228210753305 -205.85616120683744 -198.6195481967474 -375.6222232596749 -386.7278032264286
85.67815267463087 37.73383149929373 89.02492405156235 120.46191216079035 156.79524591990494
-387.8675245783256 -276.7003972877414 -354.0558742165205 -472.81821582158517 -488.7276747519788
111.6009964554612 135.1320824170699 153.9350339632985 106.86758069130569 14.089520230346867
-116.70142496504135 -98.87203502203803 -94.74140902918994 -197.5095349600356 -284.2183241642356
-194.21621522656892 -107.81442521698156 -311.75238848320527 -395.4026294449698 -164.86224650081448
-101.08827245729663 -183.42981512360248 -4.699752973661795 -113.29316777798758 -109.46953027853893
425.58225149505887 501.21983054053453 401.1808272592229 205.23727128123173 215.389657231841
-278.10632589616904 -406.1733959907489 -326.68287845992813 -207.18779180348687 -8.880080220190168
-97.57531874014379 -183.10020100036803 -158.22709238483824 33.91875395998665 -190.46490381245633
-19.36063257282973 98.8096756443976 34.61104004192132 -81.66598377737279 20.865539641164638
154.2001630951449 115.23207650430982 172.54181652536514 276.60435731930886 122.17195389619869
268.0591554191753 302.205356120598 324.2041388245989 432.74428818856046 203.45743789274388
-83.79419018134723 -56.814961562538755 -35.075262318712106 -108.18017358345854 27.519260746119457
-21.433258318942535 80.60627969072164 59.17395128271151 9.76492194220841 -229.91495585372746
218.9622831772931 198.72894045701725 220.12734137520738 324.07375636232683 172.04713407542425
-57.78836392602186 -61.15757887748126 -100.65105869341619 -142.71441348218906 -29.771453342380795
37.802757312629204 99.68802138678649 77.56026525405997 64.31817649524004 -21.22585593991063
-175.63955634702015 -168.20257727287697 -121.0081426201291 -46.24811012846723 -370.45544477531416
509.4677323789067 328.85858702463383 284.38692854200576 377.09024721619727 216.10320061980207
-421.761990581887 -339.57673365616364 -428.7538338911036 -422.1666437294008 -398.01718295913514
80.00582181644691 6.394535033435922 -11.17001118938235 160.01540819028742 100.27664678941275
-89.06268035528302 -185.26102855215962 -216.05063055999182 -81.2549017569245 -45.56460919953808
-208.19621296314105 -195.11397071001548 -170.579200817052 -123.56782877607945 -182.6951727313941
-89.05742801540939 5.5193436868139685 -65.57779786896387 10.343501160833974 -253.78609873114647
-54.24137763385498 78.1691480423202 -77.42758469889594 -80.98193051573394 -173.37196451936327
-250.06761285071426 -359.0001911772703 -445.48873326087795 -261.3363166930694 -22.707861914022075
155.9841495920105 206.62017324917767 148.5678238747049 90.76614094134436 65.35194654791243
71.52043448722804 36.051634751567576 -41.85850897072466 77.63695667798237 36.9083410630506
-365.8067052782944 -326.1580443220088 -283.6717303467084 -343.2863668731228 -198.0959906899376
149.41083764734398 73.9535975347547 34.20133506276264 229.26985964091568 -86.45090430660547
-3.0551064652986177 158.84585417494554 84.28961899208338 55.83003758693471 136.2522194463874
286.57002510474865 -5.057556376850648 189.80384960827251 287.7669204120127 253.75434843727706
174.2083496877206 0.08869848429365135 75.30474013059379 271.3304601940582 116.28601175803205
-30.171257079120927 -110.09438580905437 -99.33899313948302 -85.7089586413279 -4.4546193956765805
136.38485462129535 159.74102364638279 267.01009712748794 255.14443075173287 -119.83062122714949
-273.28251381169036 -352.5330969039481 -376.3875142273778 -285.88958629807934 -4.153615677705591
222.80442173612585 108.7849774284909 78.5042389331285 135.79480333058288 -74.22751275281416
-83.64976361555652 -20.811821415626056 134.14171763861694 49.83767329547925 -371.5434396943436
211.3615146823432 169.48200016143994 179.16696869780566 252.2464580684815 4.1888728267714725
-274.58017585036293 -271.120829708861 -336.33662367461886 -190.41859696943848 -254.46271185846882
-486.8930318860194 -418.3373940357336 -357.51068724274904 -554.880357289542 -244.84336159426044
234.69163409579818 256.1615792081478 221.40615472791913 261.9540994604086 208.8612983923303
-177.1761780609509 -107.33872973315054 -120.37726613164179 -191.9261709044222 -101.62926091452974
283.38647091274254 212.76451469478914 241.07733370912948 220.24107101022707 163.39161780167228
-297.3290410556032 -218.1782952716717 -342.1795463487437 -222.46424237054 60.90028003910146
-221.42414483058258 -263.8629015009294 -151.54575880193462 -103.39553158567418 -201.25553736600017
-68.35690029388988 132.10703045519816 2.953489641065005 -196.78826605936075 94.33428522433536
310.50102280535424 233.68220422568683 155.90454627353503 444.69966193520435 -69.66772486839878
382.0373221809634 496.750561305842 430.14212852802046 425.82536945993166 127.3373886128567
42.69099176093851 14.030492817898661 -23.948552791359944 -92.78523099746803 49.484785500130116
-83.19096223625941 -217.86879442753082 -387.87166879157945 -133.06966621779196 41.6910926669105
-19.781096435448642 -67.81802750677414 -137.16960557281402 -40.09283258290692 67.8894000193074
138.07265964781163 129.19902255256062 264.2644542787007 274.8477850003519 -49.54591572861038
32.65915253290543 -49.43782016793541 108.32970518782253 66.98921021226403 -175.62228600636354
150.67792855921718 -17.551980981287546 17.825181005789084 155.0507525099438 123.53198365783204
38.53156652946029 -34.6677503900854 0.38532151655036984 8.232414535268752 -148.94329219073006
256.0284696207349 254.63928166479053 275.0314082484015 331.96934256226416 116.00245483782875
226.66610205163792 188.6434486982353 239.18973545659088 182.72004104522046 159.71714385025285
161.1961737634118 185.1438666421946 120.62598827541115 141.69100343092816 -114.12320036269412
353.14225668593315 383.0972932293035 488.5319801017058 277.4740323030711 145.70591874946388
-393.57764344155595 -566.1846849236786 -482.9947441192955 -328.6304293971462 -522.8140356747961
-112.81663862419556 -229.04810784687763 -291.0587651978904 -190.98953161155805 72.75408347161618
32.22165011911038 -61.959008743387386 149.36607213231213 104.70008412852306 8.878906515942468
141.9265806167956 208.52515013339365 215.38942820518156 169.00517671966506 55.29452903109763
248.7292094759556 120.13213619199095 230.43325032171796 241.43490834549706 344.6215822534452
470.4208667504994 315.88485719139294 351.4799276594086 335.01378800775524 327.09079700673664
171.95359289517253 171.9582130631913 73.55836714102736 69.07335225014347 209.3944975274191
-69.15455684315168 -14.883862712610451 -133.72178610247317 95.51801665194941 276.5215531101708
-102.48030829701193 -25.349573464125598 -92.69599665211967 -49.92847877442391 109.6796562294583
-441.00820901760136 -375.27773808863515 -162.0462229035661 -273.5583734730016 -172.2864911472176
-86.93843126841976 -67.82370250383889 30.276918352554798 -43.99816178588694 -29.574754344967324
