# mach l_inj l_dis alpha cost cost_sigma sigma_0 sigma_1 sigma_2 sigma_3 sigma_4 sigma_5
1.566125 1.0 0.001 -3.6666666666666665 464.3311174622239 460.03397310623706 1173.4701310787448 1173.4701310787448 1173.4701310787448 1173.4701310787448 1173.4701310787448 1173.4701310787448
1.575875 1.0 0.001 -3.6666666666666665 465.8374911516089 461.517606028918 1180.7756359254317 1180.7756359254317 1180.7756359254317 1180.7756359254317 1180.7756359254317 1180.7756359254317
1.585625 1.0 0.001 -3.6666666666666665 467.3267839791784 462.98452341941294 1188.0811407721187 1188.0811407721187 1188.0811407721187 1188.0811407721187 1188.0811407721187 1188.0811407721187
1.595375 1.0 0.001 -3.6666666666666665 468.7992639586662 464.4349870263438 1195.386645618806 1195.386645618806 1195.386645618806 1195.386645618806 1195.386645618806 1195.386645618806
1.6051250000000001 1.0 0.001 -3.6666666666666665 470.2551940470302 465.86925362747047 1202.6921504654931 1202.6921504654931 1202.6921504654931 1202.6921504654931 1202.6921504654931 1202.6921504654931
1.614875 1.0 0.001 -3.6666666666666665 471.6948322454964 467.2875751320865 1209.9976553121799 1209.9976553121799 1209.9976553121799 1209.9976553121799 1209.9976553121799 1209.9976553121799
1.624625 1.0 0.001 -3.6666666666666665 473.11843169898765 468.69019868152964 1217.303160158867 1217.303160158867 1217.303160158867 1217.303160158867 1217.303160158867 1217.303160158867
1.634375 1.0 0.001 -3.6666666666666665 474.5262407939109 470.0773667478055 1224.608665005554 1224.608665005554 1224.608665005554 1224.608665005554 1224.608665005554 1224.608665005554
1.644125 1.0 0.001 -3.6666666666666665 475.9185032543003 471.44931723034443 1231.9141698522412 1231.9141698522412 1231.9141698522412 1231.9141698522412 1231.9141698522412 1231.9141698522412
1.653875 1.0 0.001 -3.6666666666666665 477.2954582362947 472.80628355088936 1239.219674698928 1239.219674698928 1239.219674698928 1239.219674698928 1239.219674698928 1239.219674698928
1.6636250000000001 1.0 0.001 -3.6666666666666665 478.6573404209502 474.148494746535 1246.5251795456152 1246.5251795456152 1246.5251795456152 1246.5251795456152 1246.5251795456152 1246.5251795456152
1.673375 1.0 0.001 -3.6666666666666665 480.00438010538505 475.47617556093235 1253.8306843923024 1253.8306843923024 1253.8306843923024 1253.8306843923024 1253.8306843923024 1253.8306843923024
1.683125 1.0 0.001 -3.6666666666666665 481.3368032922577 476.78954653367543 1261.1361892389893 1261.1361892389893 1261.1361892389893 1261.1361892389893 1261.1361892389893 1261.1361892389893
1.692875 1.0 0.001 -3.6666666666666665 482.6548317775811 478.0888240878878 1268.4416940856763 1268.4416940856763 1268.4416940856763 1268.4416940856763 1268.4416940856763 1268.4416940856763
1.702625 1.0 0.001 -3.6666666666666665 483.9586832368808 479.37422061602933 1275.7471989323633 1275.7471989323633 1275.7471989323633 1275.7471989323633 1275.7471989323633 1275.7471989323633
1.712375 1.0 0.001 -3.6666666666666665 485.2485713097105 480.64594456395025 1283.0527037790505 1283.0527037790505 1283.0527037790505 1283.0527037790505 1283.0527037790505 1283.0527037790505
1.7221250000000001 1.0 0.001 -3.6666666666666665 486.52470568252454 481.90420051320217 1290.3582086257375 1290.3582086257375 1290.3582086257375 1290.3582086257375 1290.3582086257375 1290.3582086257375
1.731875 1.0 0.001 -3.6666666666666665 487.787292169938 483.1491892616477 1297.6637134724244 1297.6637134724244 1297.6637134724244 1297.6637134724244 1297.6637134724244 1297.6637134724244
1.741625 1.0 0.001 -3.6666666666666665 489.0365327943738 484.3811079023773 1304.9692183191114 1304.9692183191114 1304.9692183191114 1304.9692183191114 1304.9692183191114 1304.9692183191114
1.751375 1.0 0.001 -3.6666666666666665 490.2726258641216 485.6001499009676 1312.2747231657986 1312.2747231657986 1312.2747231657986 1312.2747231657986 1312.2747231657986 1312.2747231657986
1.761125 1.0 0.001 -3.6666666666666665 491.49576604982565 486.8065051711048 1319.5802280124858 1319.5802280124858 1319.5802280124858 1319.5802280124858 1319.5802280124858 1319.5802280124858
1.770875 1.0 0.001 -3.6666666666666665 492.70614445941726 488.0003601485985 1326.8857328591728 1326.8857328591728 1326.8857328591728 1326.8857328591728 1326.8857328591728 1326.8857328591728
1.7806250000000001 1.0 0.001 -3.6666666666666665 493.90394871151705 489.1818978638154 1334.19123770586 1334.19123770586 1334.19123770586 1334.19123770586 1334.19123770586 1334.19123770586
1.790375 1.0 0.001 -3.6666666666666665 495.0893630073227 490.35129801255687 1341.496742552547 1341.496742552547 1341.496742552547 1341.496742552547 1341.496742552547 1341.496742552547
1.800125 1.0 0.001 -3.6666666666666665 496.262568201007 491.5087370254095 1348.802247399234 1348.802247399234 1348.802247399234 1348.802247399234 1348.802247399234 1348.802247399234
1.809875 1.0 0.001 -3.6666666666666665 497.423741868648 492.65438813559626 1356.107752245921 1356.107752245921 1356.107752245921 1356.107752245921 1356.107752245921 1356.107752245921
1.819625 1.0 0.001 -3.6666666666666665 498.5730583757133 493.78842144535474 1363.4132570926083 1363.4132570926083 1363.4132570926083 1363.4132570926083 1363.4132570926083 1363.4132570926083
1.829375 1.0 0.001 -3.6666666666666665 499.71068894312214 494.91100399087117 1370.718761939295 1370.718761939295 1370.718761939295 1370.718761939295 1370.718761939295 1370.718761939295
1.8391250000000001 1.0 0.001 -3.6666666666666665 500.83680171190986 496.0222998057975 1378.0242667859825 1378.0242667859825 1378.0242667859825 1378.0242667859825 1378.0242667859825 1378.0242667859825
1.848875 1.0 0.001 -3.6666666666666665 501.9515618065159 497.1224699833777 1385.3297716326692 1385.3297716326692 1385.3297716326692 1385.3297716326692 1385.3297716326692 1385.3297716326692
1.858625 1.0 0.001 -3.6666666666666665 503.0551313967236 498.2116727372139 1392.6352764793564 1392.6352764793564 1392.6352764793564 1392.6352764793564 1392.6352764793564 1392.6352764793564
1.868375 1.0 0.001 -3.6666666666666665 504.14766975827007 499.29006346069417 1399.940781326043 1399.940781326043 1399.940781326043 1399.940781326043 1399.940781326043 1399.940781326043
1.878125 1.0 0.001 -3.6666666666666665 505.22933333215803 500.35779478511637 1407.2462861727304 1407.2462861727304 1407.2462861727304 1407.2462861727304 1407.2462861727304 1407.2462861727304
1.887875 1.0 0.001 -3.6666666666666665 506.3002757826853 501.41501663652605 1414.5517910194178 1414.5517910194178 1414.5517910194178 1414.5517910194178 1414.5517910194178 1414.5517910194178
1.8976250000000001 1.0 0.001 -3.6666666666666665 507.3606480542231 502.46187629130276 1421.8572958661046 1421.8572958661046 1421.8572958661046 1421.8572958661046 1421.8572958661046 1421.8572958661046
1.907375 1.0 0.001 -3.6666666666666665 508.410598426765 503.49851843051704 1429.1628007127915 1429.1628007127915 1429.1628007127915 1429.1628007127915 1429.1628007127915 1429.1628007127915
1.917125 1.0 0.001 -3.6666666666666665 509.45027257027016 504.52508519308515 1436.4683055594787 1436.4683055594787 1436.4683055594787 1436.4683055594787 1436.4683055594787 1436.4683055594787
1.926875 1.0 0.001 -3.6666666666666665 510.4798135978211 505.54171622774277 1443.7738104061657 1443.7738104061657 1443.7738104061657 1443.7738104061657 1443.7738104061657 1443.7738104061657
1.936625 1.0 0.001 -3.6666666666666665 511.49936211762986 506.548548743873 1451.0793152528527 1451.0793152528527 1451.0793152528527 1451.0793152528527 1451.0793152528527 1451.0793152528527
1.9463750000000002 1.0 0.001 -3.6666666666666665 512.5090562839049 507.5457175612024 1458.3848200995399 1458.3848200995399 1458.3848200995399 1458.3848200995399 1458.3848200995399 1458.3848200995399
1.9561250000000001 1.0 0.001 -3.6666666666666665 513.5090318466093 508.5333551583971 1465.690324946227 1465.690324946227 1465.690324946227 1465.690324946227 1465.690324946227 1465.690324946227
1.965875 1.0 0.001 -3.6666666666666665 514.4994222001295 509.5115917205792 1472.9958297929138 1472.9958297929138 1472.9958297929138 1472.9958297929138 1472.9958297929138 1472.9958297929138
1.975625 1.0 0.001 -3.6666666666666665 515.4803584308801 510.4805551857895 1480.301334639601 1480.301334639601 1480.301334639601 1480.301334639601 1480.301334639601 1480.301334639601
1.9853750000000001 1.0 0.001 -3.6666666666666665 516.4519693638632 511.44037129041726 1487.6068394862882 1487.6068394862882 1487.6068394862882 1487.6068394862882 1487.6068394862882 1487.6068394862882
1.995125 1.0 0.001 -3.6666666666666665 517.414381608212 512.3911636136249 1494.9123443329754 1494.9123443329754 1494.9123443329754 1494.9123443329754 1494.9123443329754 1494.9123443329754
