# mach l_inj l_dis alpha cost cost_sigma sigma_0 sigma_1 sigma_2 sigma_3 sigma_4 sigma_5
0.903125 1.0 0.001 -3.6666666666666665 300.8195680313198 299.1646220833082 676.6958015040251 676.6958015040251 676.6958015040251 676.6958015040251 676.6958015040251 676.6958015040251
0.9128750000000001 1.0 0.001 -3.6666666666666665 304.48536984780395 302.77900965858987 684.0013063507123 684.0013063507123 684.0013063507123 684.0013063507123 684.0013063507123 684.0013063507123
0.922625 1.0 0.001 -3.6666666666666665 308.09895406792424 306.34184841834684 691.3068111973993 691.3068111973993 691.3068111973993 691.3068111973993 691.3068111973993 691.3068111973993
0.932375 1.0 0.001 -3.6666666666666665 311.661019591307 309.85386275716894 698.6123160440861 698.6123160440861 698.6123160440861 698.6123160440861 698.6123160440861 698.6123160440861
0.9421250000000001 1.0 0.001 -3.6666666666666665 315.1723486779859 313.31578208825243 705.9178208907734 705.9178208907734 705.9178208907734 705.9178208907734 705.9178208907734 705.9178208907734
0.951875 1.0 0.001 -3.6666666666666665 318.6345389216764 316.7283391381283 713.2233257374603 713.2233257374603 713.2233257374603 713.2233257374603 713.2233257374603 713.2233257374603
0.961625 1.0 0.001 -3.6666666666666665 322.0484828480067 320.0922684040934 720.5288305841473 720.5288305841473 720.5288305841473 720.5288305841473 720.5288305841473 720.5288305841473
0.9713750000000001 1.0 0.001 -3.6666666666666665 325.4148031752426 323.4083047609564 727.8343354308346 727.8343354308346 727.8343354308346 727.8343354308346 727.8343354308346 727.8343354308346
0.981125 1.0 0.001 -3.6666666666666665 328.7341329117972 326.6771822047765 735.1398402775216 735.1398402775216 735.1398402775216 735.1398402775216 735.1398402775216 735.1398402775216
0.990875 1.0 0.001 -3.6666666666666665 332.00711319817793 329.8996327222515 742.4453451242084 742.4453451242084 742.4453451242084 742.4453451242084 742.4453451242084 742.4453451242084
1.000625 1.0 0.001 -3.6666666666666665 335.2343913613912 333.07638527530867 749.7508499708957 749.7508499708957 749.7508499708957 749.7508499708957 749.7508499708957 749.7508499708957
1.010375 1.0 0.001 -3.6666666666666665 338.41661916246136 336.2081648912835 757.0563548175827 757.0563548175827 757.0563548175827 757.0563548175827 757.0563548175827 757.0563548175827
1.020125 1.0 0.001 -3.6666666666666665 341.5544512195295 339.29569184984956 764.3618596642698 764.3618596642698 764.3618596642698 764.3618596642698 764.3618596642698 764.3618596642698
1.029875 1.0 0.001 -3.6666666666666665 344.6485435906025 342.33968095854516 771.6673645109569 771.6673645109569 771.6673645109569 771.6673645109569 771.6673645109569 771.6673645109569
1.039625 1.0 0.001 -3.6666666666666665 347.69955250151554 345.3408409094211 778.972869357644 778.972869357644 778.972869357644 778.972869357644 778.972869357644 778.972869357644
1.049375 1.0 0.001 -3.6666666666666665 350.7081332059706 348.29987370990864 786.2783742043308 786.2783742043308 786.2783742043308 786.2783742043308 786.2783742043308 786.2783742043308
1.059125 1.0 0.001 -3.6666666666666665 353.6749389657268 351.21747418157463 793.5838790510181 793.5838790510181 793.5838790510181 793.5838790510181 793.5838790510181 793.5838790510181
1.068875 1.0 0.001 -3.6666666666666665 356.60062014009026 354.09432952093056 800.8893838977049 800.8893838977049 800.8893838977049 800.8893838977049 800.8893838977049 800.8893838977049
1.0786250000000002 1.0 0.001 -3.6666666666666665 359.4858233748403 356.9311189169397 808.1948887443923 808.1948887443923 808.1948887443923 808.1948887443923 808.1948887443923 808.1948887443923
1.088375 1.0 0.001 -3.6666666666666665 362.33119088160066 359.72851322028157 815.5003935910792 815.5003935910792 815.5003935910792 815.5003935910792 815.5003935910792 815.5003935910792
1.098125 1.0 0.001 -3.6666666666666665 365.1373597994876 362.4871746598524 822.8058984377662 822.8058984377662 822.8058984377662 822.8058984377662 822.8058984377662 822.8058984377662
1.107875 1.0 0.001 -3.6666666666666665 367.90496163157707 365.20775660232323 830.1114032844531 830.1114032844531 830.1114032844531 830.1114032844531 830.1114032844531 830.1114032844531
1.117625 1.0 0.001 -3.6666666666666665 370.63462174940827 367.8909033509309 837.4169081311403 837.4169081311403 837.4169081311403 837.4169081311403 837.4169081311403 837.4169081311403
1.127375 1.0 0.001 -3.6666666666666665 373.326958959334 370.53724997997756 844.7224129778274 844.7224129778274 844.7224129778274 844.7224129778274 844.7224129778274 844.7224129778274
1.1371250000000002 1.0 0.001 -3.6666666666666665 375.9825851250792 373.14742220180574 852.0279178245144 852.0279178245144 852.0279178245144 852.0279178245144 852.0279178245144 852.0279178245144
1.146875 1.0 0.001 -3.6666666666666665 378.602104841359 375.7220362632713 859.3334226712013 859.3334226712013 859.3334226712013 859.3334226712013 859.3334226712013 859.3334226712013
1.156625 1.0 0.001 -3.6666666666666665 381.18611515386584 378.261698868988 866.6389275178884 866.6389275178884 866.6389275178884 866.6389275178884 866.6389275178884 866.6389275178884
1.166375 1.0 0.001 -3.6666666666666665 383.73520532134035 380.7670071288301 873.9444323645754 873.9444323645754 873.9444323645754 873.9444323645754 873.9444323645754 873.9444323645754
1.176125 1.0 0.001 -3.6666666666666665 386.24995661581926 383.23854852739447 881.2499372112626 881.2499372112626 881.2499372112626 881.2499372112626 881.2499372112626 881.2499372112626
1.185875 1.0 0.001 -3.6666666666666665 388.73094215748984 385.6769009133033 888.5554420579497 888.5554420579497 888.5554420579497 888.5554420579497 888.5554420579497 888.5554420579497
1.1956250000000002 1.0 0.001 -3.6666666666666665 391.178726780895 388.0826325064084 895.8609469046369 895.8609469046369 895.8609469046369 895.8609469046369 895.8609469046369 895.8609469046369
1.205375 1.0 0.001 -3.6666666666666665 393.5938669295108 390.45630192111355 903.1664517513237 903.1664517513237 903.1664517513237 903.1664517513237 903.1664517513237 903.1664517513237
1.215125 1.0 0.001 -3.6666666666666665 395.9769105759868 392.79845820418643 910.4719565980107 910.4719565980107 910.4719565980107 910.4719565980107 910.4719565980107 910.4719565980107
1.224875 1.0 0.001 -3.6666666666666665 398.32839716555816 395.10964088555306 917.7774614446978 917.7774614446978 917.7774614446978 917.7774614446978 917.7774614446978 917.7774614446978
1.234625 1.0 0.001 -3.6666666666666665 400.6488575803728 397.3903800407093 925.082966291385 925.082966291385 925.082966291385 925.082966291385 925.082966291385 925.082966291385
1.244375 1.0 0.001 -3.6666666666666665 402.9388141226593 399.6411963634861 932.388471138072 932.388471138072 932.388471138072 932.388471138072 932.388471138072 932.388471138072
1.2541250000000002 1.0 0.001 -3.6666666666666665 405.1987805148453 401.8626012480153 939.693975984759 939.693975984759 939.693975984759 939.693975984759 939.693975984759 939.693975984759
1.263875 1.0 0.001 -3.6666666666666665 407.42926191490295 404.0550968788438 946.999480831446 946.999480831446 946.999480831446 946.999480831446 946.999480831446 946.999480831446
1.273625 1.0 0.001 -3.6666666666666665 409.63075494534223 406.2191763282246 954.3049856781332 954.3049856781332 954.3049856781332 954.3049856781332 954.3049856781332 954.3049856781332
1.283375 1.0 0.001 -3.6666666666666665 411.8037477344133 408.35532365970454 961.6104905248201 961.6104905248201 961.6104905248201 961.6104905248201 961.6104905248201 961.6104905248201
1.293125 1.0 0.001 -3.6666666666666665 413.94871996820603 410.46401403720074 968.9159953715072 968.9159953715072 968.9159953715072 968.9159953715072 968.9159953715072 968.9159953715072
1.302875 1.0 0.001 -3.6666666666666665 416.06614295244293 412.5457138388239 976.2215002181944 976.2215002181944 976.2215002181944 976.2215002181944 976.2215002181944 976.2215002181944
1.3126250000000002 1.0 0.001 -3.6666666666666665 418.1564796828744 414.6008807747784 983.5270050648813 983.5270050648813 983.5270050648813 983.5270050648813 983.5270050648813 983.5270050648813
1.322375 1.0 0.001 -3.6666666666666665 420.2201849232782 416.6299640087239 990.8325099115683 990.8325099115683 990.8325099115683 990.8325099115683 990.8325099115683 990.8325099115683
1.332125 1.0 0.001 -3.6666666666666665 422.2577052901475 418.63340428203435 998.1380147582555 998.1380147582555 998.1380147582555 998.1380147582555 998.1380147582555 998.1380147582555
1.341875 1.0 0.001 -3.6666666666666665 424.2694793432404 420.61163404044555 1005.4435196049425 1005.4435196049425 1005.4435196049425 1005.4435196049425 1005.4435196049425 1005.4435196049425
1.351625 1.0 0.001 -3.6666666666666665 426.2559376812385 422.56507756263204 1012.7490244516296 1012.7490244516296 1012.7490244516296 1012.7490244516296 1012.7490244516296 1012.7490244516296
1.361375 1.0 0.001 -3.6666666666666665 428.2175030418139 424.4941510902797 1020.0545292983165 1020.0545292983165 1020.0545292983165 1020.0545292983165 1020.0545292983165 1020.0545292983165
1.3711250000000001 1.0 0.001 -3.6666666666666665 430.15459040548865 426.3992629592808 1027.3600341450035 1027.3600341450035 1027.3600341450035 1027.3600341450035 1027.3600341450035 1027.3600341450035
1.380875 1.0 0.001 -3.6666666666666665 432.0676071027097 428.2808137317003 1034.6655389916907 1034.6655389916907 1034.6655389916907 1034.6655389916907 1034.6655389916907 1034.6655389916907
1.390625 1.0 0.001 -3.6666666666666665 433.95695292361887 430.139196328194 1041.9710438383777 1041.9710438383777 1041.9710438383777 1041.9710438383777 1041.9710438383777 1041.9710438383777
1.400375 1.0 0.001 -3.6666666666666665 435.8230202300536 431.97479616060366 1049.2765486850647 1049.2765486850647 1049.2765486850647 1049.2765486850647 1049.2765486850647 1049.2765486850647
1.410125 1.0 0.001 -3.6666666666666665 437.6661940693405 433.78799126446165 1056.5820535317519 1056.5820535317519 1056.5820535317519 1056.5820535317519 1056.5820535317519 1056.5820535317519
1.419875 1.0 0.001 -3.6666666666666665 439.48685228950075 435.57915243117975 1063.8875583784388 1063.8875583784388 1063.8875583784388 1063.8875583784388 1063.8875583784388 1063.8875583784388
1.4296250000000001 1.0 0.001 -3.6666666666666665 441.2853656555136 437.348643339714 1071.193063225126 1071.193063225126 1071.193063225126 1071.193063225126 1071.193063225126 1071.193063225126
1.439375 1.0 0.001 -3.6666666666666665 443.06209796631765 439.0968206875148 1078.4985680718132 1078.4985680718132 1078.4985680718132 1078.4985680718132 1078.4985680718132 1078.4985680718132
1.449125 1.0 0.001 -3.6666666666666665 444.81740617226365 440.82403432059857 1085.8040729185 1085.8040729185 1085.8040729185 1085.8040729185 1085.8040729185 1085.8040729185
1.458875 1.0 0.001 -3.6666666666666665 446.55164049276215 442.53062736259307 1093.109577765187 1093.109577765187 1093.109577765187 1093.109577765187 1093.109577765187 1093.109577765187
1.468625 1.0 0.001 -3.6666666666666665 448.2651445338853 444.216936342619 1100.4150826118744 1100.4150826118744 1100.4150826118744 1100.4150826118744 1100.4150826118744 1100.4150826118744
1.478375 1.0 0.001 -3.6666666666666665 449.9582554057187 445.8832913218955 1107.7205874585613 1107.7205874585613 1107.7205874585613 1107.7205874585613 1107.7205874585613 1107.7205874585613
1.4881250000000001 1.0 0.001 -3.6666666666666665 451.6313038392709 447.5300160189634 1115.0260923052483 1115.0260923052483 1115.0260923052483 1115.0260923052483 1115.0260923052483 1115.0260923052483
1.497875 1.0 0.001 -3.6666666666666665 453.28461430277554 449.1574279334392 1122.3315971519353 1122.3315971519353 1122.3315971519353 1122.3315971519353 1122.3315971519353 1122.3315971519353
1.507625 1.0 0.001 -3.6666666666666665 454.9185051172269 450.76583846821313 1129.6371019986223 1129.6371019986223 1129.6371019986223 1129.6371019986223 1129.6371019986223 1129.6371019986223
1.517375 1.0 0.001 -3.6666666666666665 456.5332885710253 452.35555305003317 1136.9426068453095 1136.9426068453095 1136.9426068453095 1136.9426068453095 1136.9426068453095 1136.9426068453095
1.527125 1.0 0.001 -3.6666666666666665 458.1292710336021 453.9268712484063 1144.2481116919964 1144.2481116919964 1144.2481116919964 1144.2481116919964 1144.2481116919964 1144.2481116919964
1.536875 1.0 0.001 -3.6666666666666665 459.70675306792936 455.48008689277725 1151.5536165386836 1151.5536165386836 1151.5536165386836 1151.5536165386836 1151.5536165386836 1151.5536165386836
1.5466250000000001 1.0 0.001 -3.6666666666666665 461.2660295418101 457.0154881879322 1158.8591213853708 1158.8591213853708 1158.8591213853708 1158.8591213853708 1158.8591213853708 1158.8591213853708
1.556375 1.0 0.001 -3.6666666666666665 462.807389737877 458.5333578276027 1166.1646262320578 1166.1646262320578 1166.1646262320578 1166.1646262320578 1166.1646262320578 1166.1646262320578
