# mach l_inj l_dis alpha cost cost_sigma sigma_0 sigma_1 sigma_2 sigma_3 sigma_4
1.702625 1.0 0.001 -3.6666666666666665 2.755592092454059 408.3583689047857 1299.1554982792077 1299.1554982792077 1299.1554982792077 1299.1554982792077 1299.1554982792077
1.712375 1.0 0.001 -3.6666666666666665 2.7680704903793867 409.40359619805105 1306.5950496238795 1306.5950496238795 1306.5950496238795 1306.5950496238795 1306.5950496238795
1.7221250000000001 1.0 0.001 -3.6666666666666665 2.7803333226401326 410.43776887792615 1314.0346009685518 1314.0346009685518 1314.0346009685518 1314.0346009685518 1314.0346009685518
1.731875 1.0 0.001 -3.6666666666666665 2.7923845950379116 411.4610534262245 1321.4741523132238 1321.4741523132238 1321.4741523132238 1321.4741523132238 1321.4741523132238
1.741625 1.0 0.001 -3.6666666666666665 2.8042282365467663 412.47361317986037 1328.9137036578957 1328.9137036578957 1328.9137036578957 1328.9137036578957 1328.9137036578957
1.751375 1.0 0.001 -3.6666666666666665 2.8158681004434487 413.47560839938336 1336.3532550025677 1336.3532550025677 1336.3532550025677 1336.3532550025677 1336.3532550025677
1.761125 1.0 0.001 -3.6666666666666665 2.8273079654568942 414.4671963359318 1343.79280634724 1343.79280634724 1343.79280634724 1343.79280634724 1343.79280634724
1.770875 1.0 0.001 -3.6666666666666665 2.838551536933035 415.44853129663437 1351.232357691912 1351.232357691912 1351.232357691912 1351.232357691912 1351.232357691912
1.7806250000000001 1.0 0.001 -3.6666666666666665 2.8496024480114244 416.4197647084966 1358.671909036584 1358.671909036584 1358.671909036584 1358.671909036584 1358.671909036584
1.790375 1.0 0.001 -3.6666666666666665 2.8604642608104904 417.38104518080036 1366.1114603812562 1366.1114603812562 1366.1114603812562 1366.1114603812562 1366.1114603812562
1.800125 1.0 0.001 -3.6666666666666665 2.8711404676185195 418.3325185660502 1373.5510117259282 1373.5510117259282 1373.5510117259282 1373.5510117259282 1373.5510117259282
1.809875 1.0 0.001 -3.6666666666666665 2.8816344920877333 419.27432801950204 1380.9905630706003 1380.9905630706003 1380.9905630706003 1380.9905630706003 1380.9905630706003
1.819625 1.0 0.001 -3.6666666666666665 2.8919496904290933 420.20661405730044 1388.4301144152726 1388.4301144152726 1388.4301144152726 1388.4301144152726 1388.4301144152726
1.829375 1.0 0.001 -3.6666666666666665 2.9020893526056555 421.1295146132583 1395.8696657599444 1395.8696657599444 1395.8696657599444 1395.8696657599444 1395.8696657599444
1.8391250000000001 1.0 0.001 -3.6666666666666665 2.9120567035225644 422.04316509430987 1403.3092171046167 1403.3092171046167 1403.3092171046167 1403.3092171046167 1403.3092171046167
1.848875 1.0 0.001 -3.6666666666666665 2.9218549042119215 422.9476984346675 1410.7487684492887 1410.7487684492887 1410.7487684492887 1410.7487684492887 1410.7487684492887
1.858625 1.0 0.001 -3.6666666666666665 2.9314870530109456 423.8432451487087 1418.1883197939608 1418.1883197939608 1418.1883197939608 1418.1883197939608 1418.1883197939608
1.868375 1.0 0.001 -3.6666666666666665 2.940956186732045 424.7299333826292 1425.6278711386324 1425.6278711386324 1425.6278711386324 1425.6278711386324 1425.6278711386324
1.878125 1.0 0.001 -3.6666666666666665 2.9502652818235218 425.60788896488384 1433.0674224833047 1433.0674224833047 1433.0674224833047 1433.0674224833047 1433.0674224833047
1.887875 1.0 0.001 -3.6666666666666665 2.959417255519792 426.47723545544864 1440.506973827977 1440.506973827977 1440.506973827977 1440.506973827977 1440.506973827977
1.8976250000000001 1.0 0.001 -3.6666666666666665 2.9684149669801396 427.33809419392844 1447.946525172649 1447.946525172649 1447.946525172649 1447.946525172649 1447.946525172649
1.907375 1.0 0.001 -3.6666666666666665 2.977261218415104 428.19058434654096 1455.3860765173208 1455.3860765173208 1455.3860765173208 1455.3860765173208 1455.3860765173208
1.917125 1.0 0.001 -3.6666666666666665 2.9859587561997496 429.03482295200143 1462.8256278619929 1462.8256278619929 1462.8256278619929 1462.8256278619929 1462.8256278619929
1.926875 1.0 0.001 -3.6666666666666665 2.9945102719731294 429.8709249663317 1470.2651792066652 1470.2651792066652 1470.2651792066652 1470.2651792066652 1470.2651792066652
1.936625 1.0 0.001 -3.6666666666666665 3.0029184037233643 430.69900330662745 1477.704730551337 1477.704730551337 1477.704730551337 1477.704730551337 1477.704730551337
1.9463750000000002 1.0 0.001 -3.6666666666666665 3.01118573685783 431.51916889379964 1485.144281896009 1485.144281896009 1485.144281896009 1485.144281896009 1485.144281896009
1.9561250000000001 1.0 0.001 -3.6666666666666665 3.0193148052580243 432.3315306943207 1492.5838332406815 1492.5838332406815 1492.5838332406815 1492.5838332406815 1492.5838332406815
1.965875 1.0 0.001 -3.6666666666666665 3.0273080923187488 433.1361957609953 1500.0233845853534 1500.0233845853534 1500.0233845853534 1500.0233845853534 1500.0233845853534
1.975625 1.0 0.001 -3.6666666666666665 3.0351680319713115 433.93326927278747 1507.4629359300254 1507.4629359300254 1507.4629359300254 1507.4629359300254 1507.4629359300254
1.9853750000000001 1.0 0.001 -3.6666666666666665 3.0428970096905106 434.7228545737129 1514.9024872746975 1514.9024872746975 1514.9024872746975 1514.9024872746975 1514.9024872746975
1.995125 1.0 0.001 -3.6666666666666665 3.050497363485202 435.5050532108352 1522.3420386193698 1522.3420386193698 1522.3420386193698 1522.3420386193698 1522.3420386193698
