# mach l_inj l_dis alpha cost cost_sigma sigma_0 sigma_1 sigma_2 sigma_3 sigma_4
0.571625 1.0 0.001 -3.6666666666666665 0.24063201392320893 126.71002680817601 436.1675422972482 436.1675422972482 436.1675422972482 436.1675422972482 436.1675422972482
0.581375 1.0 0.001 -3.6666666666666665 0.20012039348221988 131.45595176953884 443.60709364192013 443.60709364192013 443.60709364192013 443.60709364192013 443.60709364192013
0.5911250000000001 1.0 0.001 -3.6666666666666665 0.16490788036242168 136.16175265859115 451.04664498659224 451.04664498659224 451.04664498659224 451.04664498659224 451.04664498659224
0.600875 1.0 0.001 -3.6666666666666665 0.1344399434825384 140.82475547695267 458.4861963312642 458.4861963312642 458.4861963312642 458.4861963312642 458.4861963312642
0.610625 1.0 0.001 -3.6666666666666665 0.10822039801315318 145.44262979181593 465.9257476759363 465.9257476759363 465.9257476759363 465.9257476759363 465.9257476759363
0.6203750000000001 1.0 0.001 -3.6666666666666665 0.08580492797997744 150.01335845351826 473.36529902060846 473.36529902060846 473.36529902060846 473.36529902060846 473.36529902060846
0.630125 1.0 0.001 -3.6666666666666665 0.0667953783936522 154.5352096657046 480.8048503652806 480.8048503652806 480.8048503652806 480.8048503652806 480.8048503652806
0.639875 1.0 0.001 -3.6666666666666665 0.050834718521689644 159.00671125365147 488.2444017099525 488.2444017099525 488.2444017099525 488.2444017099525 488.2444017099525
0.6496250000000001 1.0 0.001 -3.6666666666666665 0.03760259150329935 163.4266269817992 495.68395305462474 495.68395305462474 495.68395305462474 495.68395305462474 495.68395305462474
0.659375 1.0 0.001 -3.6666666666666665 0.02681137706117495 167.79393477776117 503.1235043992967 503.1235043992967 503.1235043992967 503.1235043992967 503.1235043992967
0.669125 1.0 0.001 -3.6666666666666665 0.01820270391554861 172.1078067268271 510.56305574396873 510.56305574396873 510.56305574396873 510.56305574396873 510.56305574396873
0.6788750000000001 1.0 0.001 -3.6666666666666665 0.011544356926550332 176.3675907080135 518.0026070886408 518.0026070886408 518.0026070886408 518.0026070886408 518.0026070886408
0.688625 1.0 0.001 -3.6666666666666665 0.006627531205841024 180.57279354990862 525.4421584333128 525.4421584333128 525.4421584333128 525.4421584333128 525.4421584333128
0.698375 1.0 0.001 -3.6666666666666665 0.0032643916342096043 184.72306559175234 532.8817097779848 532.8817097779848 532.8817097779848 532.8817097779848 532.8817097779848
0.7081250000000001 1.0 0.001 -3.6666666666666665 0.0012859015536195045 188.8181865423084 540.3212611226571 540.3212611226571 540.3212611226571 540.3212611226571 540.3212611226571
0.717875 1.0 0.001 -3.6666666666666665 0.0008810175641005384 192.8580525360266 547.7608124673291 547.7608124673291 547.7608124673291 547.7608124673291 547.7608124673291
0.727625 1.0 0.001 -3.6666666666666665 0.003615128013261748 196.84266429272907 555.200363812001 555.200363812001 555.200363812001 555.200363812001 555.200363812001
0.7373750000000001 1.0 0.001 -3.6666666666666665 0.009593811202002266 200.7721162935034 562.6399151566733 562.6399151566733 562.6399151566733 562.6399151566733 562.6399151566733
0.747125 1.0 0.001 -3.6666666666666665 0.02009821764981875 204.6465868916669 570.0794665013452 570.0794665013452 570.0794665013452 570.0794665013452 570.0794665013452
0.756875 1.0 0.001 -3.6666666666666665 0.03500198953295464 208.46632928352705 577.5190178460172 577.5190178460172 577.5190178460172 577.5190178460172 577.5190178460172
0.7666250000000001 1.0 0.001 -3.6666666666666665 0.05380848251354629 212.2316632691971 584.9585691906894 584.9585691906894 584.9585691906894 584.9585691906894 584.9585691906894
0.776375 1.0 0.001 -3.6666666666666665 0.07606941313996873 215.94296773895834 592.3981205353615 592.3981205353615 592.3981205353615 592.3981205353615 592.3981205353615
0.786125 1.0 0.001 -3.6666666666666665 0.10138005469158676 219.60067382555462 599.8376718800334 599.8376718800334 599.8376718800334 599.8376718800334 599.8376718800334
0.7958750000000001 1.0 0.001 -3.6666666666666665 0.12937493837747296 223.20525866739428 607.2772232247056 607.2772232247056 607.2772232247056 607.2772232247056 607.2772232247056
0.805625 1.0 0.001 -3.6666666666666665 0.15972400303399703 226.75723973191583 614.7167745693778 614.7167745693778 614.7167745693778 614.7167745693778 614.7167745693778
0.815375 1.0 0.001 -3.6666666666666665 0.19212914332049746 230.25716965236796 622.1563259140497 622.1563259140497 622.1563259140497 622.1563259140497 622.1563259140497
0.8251250000000001 1.0 0.001 -3.6666666666666665 0.2263211123818386 233.70563153495905 629.5958772587219 629.5958772587219 629.5958772587219 629.5958772587219 629.5958772587219
0.834875 1.0 0.001 -3.6666666666666665 0.26205674015357766 237.1032346967728 637.0354286033939 637.0354286033939 637.0354286033939 637.0354286033939 637.0354286033939
0.844625 1.0 0.001 -3.6666666666666665 0.29911643303378865 240.450610798043 644.4749799480658 644.4749799480658 644.4749799480658 644.4749799480658 644.4749799480658
0.8543750000000001 1.0 0.001 -3.6666666666666665 0.3373019246242154 243.74841033532232 651.914531292738 651.914531292738 651.914531292738 651.914531292738 651.914531292738
0.864125 1.0 0.001 -3.6666666666666665 0.37643425072858655 246.99729946481136 659.35408263741 659.35408263741 659.35408263741 659.35408263741 659.35408263741
0.873875 1.0 0.001 -3.6666666666666665 0.41635192485290906 250.19795712763602 666.7936339820822 666.7936339820822 666.7936339820822 666.7936339820822 666.7936339820822
0.8836250000000001 1.0 0.001 -3.6666666666666665 0.4569092931373282 253.35107245117464 674.2331853267542 674.2331853267542 674.2331853267542 674.2331853267542 674.2331853267542
0.893375 1.0 0.001 -3.6666666666666665 0.49797505001030073 256.4573424026842 681.6727366714263 681.6727366714263 681.6727366714263 681.6727366714263 681.6727366714263
0.903125 1.0 0.001 -3.6666666666666665 0.5394308979346025 259.5174696734365 689.1122880160983 689.1122880160983 689.1122880160983 689.1122880160983 689.1122880160983
0.9128750000000001 1.0 0.001 -3.6666666666666665 0.5811703364473223 262.53216077339715 696.5518393607705 696.5518393607705 696.5518393607705 696.5518393607705 696.5518393607705
0.922625 1.0 0.001 -3.6666666666666665 0.6230975673133908 265.50212431813844 703.9913907054424 703.9913907054424 703.9913907054424 703.9913907054424 703.9913907054424
0.932375 1.0 0.001 -3.6666666666666665 0.6651265040412884 268.4280694912139 711.4309420501144 711.4309420501144 711.4309420501144 711.4309420501144 711.4309420501144
0.9421250000000001 1.0 0.001 -3.6666666666666665 0.7071798752736813 271.31070466662794 718.8704933947868 718.8704933947868 718.8704933947868 718.8704933947868 718.8704933947868
0.951875 1.0 0.001 -3.6666666666666665 0.7491884126851496 274.15073617732475 726.3100447394586 726.3100447394586 726.3100447394586 726.3100447394586 726.3100447394586
0.961625 1.0 0.001 -3.6666666666666665 0.7910901150115113 276.94886721680973 733.7495960841305 733.7495960841305 733.7495960841305 733.7495960841305 733.7495960841305
0.9713750000000001 1.0 0.001 -3.6666666666666665 0.8328295807157085 279.7057968621011 741.1891474288029 741.1891474288029 741.1891474288029 741.1891474288029 741.1891474288029
0.981125 1.0 0.001 -3.6666666666666665 0.8743574025774696 282.4222192072061 748.6286987734748 748.6286987734748 748.6286987734748 748.6286987734748 748.6286987734748
0.990875 1.0 0.001 -3.6666666666666665 0.9156296181893386 285.0988225972415 756.0682501181468 756.0682501181468 756.0682501181468 756.0682501181468 756.0682501181468
1.000625 1.0 0.001 -3.6666666666666665 0.956607210960639 287.73628895414197 763.5078014628191 763.5078014628191 763.5078014628191 763.5078014628191 763.5078014628191
1.010375 1.0 0.001 -3.6666666666666665 0.997255656782314 290.3352931856792 770.947352807491 770.947352807491 770.947352807491 770.947352807491 770.947352807491
1.020125 1.0 0.001 -3.6666666666666665 1.0375445119971902 292.8965026702193 778.3869041521631 778.3869041521631 778.3869041521631 778.3869041521631 778.3869041521631
1.029875 1.0 0.001 -3.6666666666666665 1.077447038758998 295.42057681028626 785.8264554968351 785.8264554968351 785.8264554968351 785.8264554968351 785.8264554968351
1.039625 1.0 0.001 -3.6666666666666665 1.1169398642553645 297.90816664859506 793.2660068415073 793.2660068415073 793.2660068415073 793.2660068415073 793.2660068415073
1.049375 1.0 0.001 -3.6666666666666665 1.1560026706203637 300.35991454075923 800.7055581861792 800.7055581861792 800.7055581861792 800.7055581861792 800.7055581861792
1.059125 1.0 0.001 -3.6666666666666665 1.1946179126757221 302.7764538793756 808.1451095308514 808.1451095308514 808.1451095308514 808.1451095308514 808.1451095308514
1.068875 1.0 0.001 -3.6666666666666665 1.2327705609204418 305.1584088646381 815.5846608755232 815.5846608755232 815.5846608755232 815.5846608755232 815.5846608755232
1.0786250000000002 1.0 0.001 -3.6666666666666665 1.2704478674402648 307.5063943170581 823.0242122201956 823.0242122201956 823.0242122201956 823.0242122201956 823.0242122201956
1.088375 1.0 0.001 -3.6666666666666665 1.3076391526339606 309.8210155282402 830.4637635648676 830.4637635648676 830.4637635648676 830.4637635648676 830.4637635648676
1.098125 1.0 0.001 -3.6666666666666665 1.3443356108560476 312.10286814602136 837.9033149095396 837.9033149095396 837.9033149095396 837.9033149095396 837.9033149095396
1.107875 1.0 0.001 -3.6666666666666665 1.3805301332574074 314.35253809059236 845.3428662542115 845.3428662542115 845.3428662542115 845.3428662542115 845.3428662542115
1.117625 1.0 0.001 -3.6666666666666665 1.416217146268879 316.5706014985197 852.7824175988837 852.7824175988837 852.7824175988837 852.7824175988837 852.7824175988837
1.127375 1.0 0.001 -3.6666666666666665 1.4513924643199738 318.7576246918502 860.2219689435559 860.2219689435559 860.2219689435559 860.2219689435559 860.2219689435559
1.1371250000000002 1.0 0.001 -3.6666666666666665 1.486053155517373 320.9141641697289 867.6615202882278 867.6615202882278 867.6615202882278 867.6615202882278 867.6615202882278
1.146875 1.0 0.001 -3.6666666666666665 1.5201974191270946 323.04076662018633 875.1010716328999 875.1010716328999 875.1010716328999 875.1010716328999 875.1010716328999
1.156625 1.0 0.001 -3.6666666666666665 1.5538244738118787 325.137968949948 882.540622977572 882.540622977572 882.540622977572 882.540622977572 882.540622977572
1.166375 1.0 0.001 -3.6666666666666665 1.5869344556722549 327.2062983303243 889.980174322244 889.980174322244 889.980174322244 889.980174322244 889.980174322244
1.176125 1.0 0.001 -3.6666666666666665 1.6195283252274213 329.24627225739323 897.4197256669161 897.4197256669161 897.4197256669161 897.4197256669161 897.4197256669161
1.185875 1.0 0.001 -3.6666666666666665 1.651607782551115 331.25839862485975 904.8592770115882 904.8592770115882 904.8592770115882 904.8592770115882 904.8592770115882
1.1956250000000002 1.0 0.001 -3.6666666666666665 1.6831751898491674 333.2431758081117 912.2988283562604 912.2988283562604 912.2988283562604 912.2988283562604 912.2988283562604
1.205375 1.0 0.001 -3.6666666666666665 1.714233500830091 335.2010927581298 919.7383797009323 919.7383797009323 919.7383797009323 919.7383797009323 919.7383797009323
1.215125 1.0 0.001 -3.6666666666666665 1.7447861962785505 337.1326291040276 927.1779310456043 927.1779310456043 927.1779310456043 927.1779310456043 927.1779310456043
1.224875 1.0 0.001 -3.6666666666666665 1.7748372252945142 339.0382552631073 934.6174823902765 934.6174823902765 934.6174823902765 934.6174823902765 934.6174823902765
1.234625 1.0 0.001 -3.6666666666666665 1.8043909517089336 340.9184325574218 942.0570337349486 942.0570337349486 942.0570337349486 942.0570337349486 942.0570337349486
1.244375 1.0 0.001 -3.6666666666666665 1.833452105230239 342.77361333592404 949.4965850796207 949.4965850796207 949.4965850796207 949.4965850796207 949.4965850796207
1.2541250000000002 1.0 0.001 -3.6666666666666665 1.8620257369154305 344.6042411013689 956.9361364242927 956.9361364242927 956.9361364242927 956.9361364242927 956.9361364242927
1.263875 1.0 0.001 -3.6666666666666665 1.8901171785953186 346.4107506412132 964.3756877689648 964.3756877689648 964.3756877689648 964.3756877689648 964.3756877689648
1.273625 1.0 0.001 -3.6666666666666665 1.9177320059160141 348.19356816182653 971.8152391136368 971.8152391136368 971.8152391136368 971.8152391136368 971.8152391136368
1.283375 1.0 0.001 -3.6666666666666665 1.944876004688258 349.9531114253953 979.2547904583087 979.2547904583087 979.2547904583087 979.2547904583087 979.2547904583087
1.293125 1.0 0.001 -3.6666666666666665 1.971555140263044 351.6897898889583 986.6943418029808 986.6943418029808 986.6943418029808 986.6943418029808 986.6943418029808
1.302875 1.0 0.001 -3.6666666666666665 1.9977755296763813 353.40400484506694 994.133893147653 994.133893147653 994.133893147653 994.133893147653 994.133893147653
1.3126250000000002 1.0 0.001 -3.6666666666666665 2.0235434163282684 355.09614956361384 1001.573444492325 1001.573444492325 1001.573444492325 1001.573444492325 1001.573444492325
1.322375 1.0 0.001 -3.6666666666666665 2.048865146981126 356.7666094344206 1009.012995836997 1009.012995836997 1009.012995836997 1009.012995836997 1009.012995836997
1.332125 1.0 0.001 -3.6666666666666665 2.0737471508813687 358.4157621102115 1016.4525471816692 1016.4525471816692 1016.4525471816692 1016.4525471816692 1016.4525471816692
1.341875 1.0 0.001 -3.6666666666666665 2.0981959208245593 360.0439776496428 1023.8920985263411 1023.8920985263411 1023.8920985263411 1023.8920985263411 1023.8920985263411
1.351625 1.0 0.001 -3.6666666666666665 2.1222179959998626 361.6516186600928 1031.3316498710133 1031.3316498710133 1031.3316498710133 1031.3316498710133 1031.3316498710133
1.361375 1.0 0.001 -3.6666666666666665 2.145819946463449 363.2390404399421 1038.7712012156853 1038.7712012156853 1038.7712012156853 1038.7712012156853 1038.7712012156853
1.3711250000000001 1.0 0.001 -3.6666666666666665 2.169008359103239 364.80659112011176 1046.2107525603574 1046.2107525603574 1046.2107525603574 1046.2107525603574 1046.2107525603574
1.380875 1.0 0.001 -3.6666666666666665 2.1917898249689443 366.3546118046472 1053.6503039050294 1053.6503039050294 1053.6503039050294 1053.6503039050294 1053.6503039050294
1.390625 1.0 0.001 -3.6666666666666665 2.2141709278519843 367.88343671015946 1061.0898552497015 1061.0898552497015 1061.0898552497015 1061.0898552497015 1061.0898552497015
1.400375 1.0 0.001 -3.6666666666666665 2.2361582340095145 369.3933933039628 1068.5294065943733 1068.5294065943733 1068.5294065943733 1068.5294065943733 1068.5294065943733
1.410125 1.0 0.001 -3.6666666666666665 2.257758282935659 370.88480244076163 1075.9689579390456 1075.9689579390456 1075.9689579390456 1075.9689579390456 1075.9689579390456
1.419875 1.0 0.001 -3.6666666666666665 2.2789775790911126 372.357978497759 1083.4085092837176 1083.4085092837176 1083.4085092837176 1083.4085092837176 1083.4085092837176
1.4296250000000001 1.0 0.001 -3.6666666666666665 2.2998225845096694 373.8132295080807 1090.84806062839 1090.84806062839 1090.84806062839 1090.84806062839 1090.84806062839
1.439375 1.0 0.001 -3.6666666666666665 2.3202997122069875 375.2508572924159 1098.287611973062 1098.287611973062 1098.287611973062 1098.287611973062 1098.287611973062
1.449125 1.0 0.001 -3.6666666666666665 2.340415320323107 376.67115758879316 1105.7271633177338 1105.7271633177338 1105.7271633177338 1105.7271633177338 1105.7271633177338
1.458875 1.0 0.001 -3.6666666666666665 2.360175706935885 378.07442018042764 1113.1667146624059 1113.1667146624059 1113.1667146624059 1113.1667146624059 1113.1667146624059
1.468625 1.0 0.001 -3.6666666666666665 2.3795871054876825 379.4609290215741 1120.6062660070781 1120.6062660070781 1120.6062660070781 1120.6062660070781 1120.6062660070781
1.478375 1.0 0.001 -3.6666666666666665 2.398655680772428 380.83096236134486 1128.04581735175 1128.04581735175 1128.04581735175 1128.04581735175 1128.04581735175
1.4881250000000001 1.0 0.001 -3.6666666666666665 2.4173875254344988 382.18479286545 1135.4853686964223 1135.4853686964223 1135.4853686964223 1135.4853686964223 1135.4853686964223
1.497875 1.0 0.001 -3.6666666666666665 2.4357886569348617 383.5226877358317 1142.9249200410943 1142.9249200410943 1142.9249200410943 1142.9249200410943 1142.9249200410943
1.507625 1.0 0.001 -3.6666666666666665 2.453865014943572 384.84490882817073 1150.3644713857664 1150.3644713857664 1150.3644713857664 1150.3644713857664 1150.3644713857664
1.517375 1.0 0.001 -3.6666666666666665 2.471622459121097 386.1517127672471 1157.8040227304382 1157.8040227304382 1157.8040227304382 1157.8040227304382 1157.8040227304382
1.527125 1.0 0.001 -3.6666666666666665 2.4890667672539797 387.44335106014756 1165.2435740751105 1165.2435740751105 1165.2435740751105 1165.2435740751105 1165.2435740751105
1.536875 1.0 0.001 -3.6666666666666665 2.506203633713191 388.7200702073148 1172.6831254197825 1172.6831254197825 1172.6831254197825 1172.6831254197825 1172.6831254197825
1.5466250000000001 1.0 0.001 -3.6666666666666665 2.523038668206147 389.9821118114391 1180.1226767644548 1180.1226767644548 1180.1226767644548 1180.1226767644548 1180.1226767644548
1.556375 1.0 0.001 -3.6666666666666665 2.539577394795669 391.2297126841987 1187.5622281091269 1187.5622281091269 1187.5622281091269 1187.5622281091269 1187.5622281091269
1.566125 1.0 0.001 -3.6666666666666665 2.5558252511614334 392.463104950857 1195.0017794537987 1195.0017794537987 1195.0017794537987 1195.0017794537987 1195.0017794537987
1.575875 1.0 0.001 -3.6666666666666665 2.5717875880814067 393.6825161527302 1202.441330798471 1202.441330798471 1202.441330798471 1202.441330798471 1202.441330798471
1.585625 1.0 0.001 -3.6666666666666665 2.587469669112618 394.8881693475391 1209.8808821431426 1209.8808821431426 1209.8808821431426 1209.8808821431426 1209.8808821431426
1.595375 1.0 0.001 -3.6666666666666665 2.602876670452338 396.08028320766977 1217.3204334878149 1217.3204334878149 1217.3204334878149 1217.3204334878149 1217.3204334878149
1.6051250000000001 1.0 0.001 -3.6666666666666665 2.6180136809622514 397.25907211635393 1224.7599848324871 1224.7599848324871 1224.7599848324871 1224.7599848324871 1224.7599848324871
1.614875 1.0 0.001 -3.6666666666666665 2.632885702339679 398.4247462618025 1232.199536177159 1232.199536177159 1232.199536177159 1232.199536177159 1232.199536177159
1.624625 1.0 0.001 -3.6666666666666665 2.6474976494211857 399.5775117293133 1239.639087521831 1239.639087521831 1239.639087521831 1239.639087521831 1239.639087521831
1.634375 1.0 0.001 -3.6666666666666665 2.661854350605143 400.71757059137644 1247.078638866503 1247.078638866503 1247.078638866503 1247.078638866503 1247.078638866503
1.644125 1.0 0.001 -3.6666666666666665 2.675960548380929 401.84512099581116 1254.5181902111754 1254.5181902111754 1254.5181902111754 1254.5181902111754 1254.5181902111754
1.653875 1.0 0.001 -3.6666666666666665 2.6898208999534483 402.9603572519594 1261.9577415558472 1261.9577415558472 1261.9577415558472 1261.9577415558472 1261.9577415558472
1.6636250000000001 1.0 0.001 -3.6666666666666665 2.703439977952624 404.0634699149691 1269.3972929005195 1269.3972929005195 1269.3972929005195 1269.3972929005195 1269.3972929005195
1.673375 1.0 0.001 -3.6666666666666665 2.7168222712183505 405.1546458681949 1276.8368442451915 1276.8368442451915 1276.8368442451915 1276.8368442451915 1276.8368442451915
1.683125 1.0 0.001 -3.6666666666666665 2.7299721856522314 406.234068403754 1284.2763955898636 1284.2763955898636 1284.2763955898636 1284.2763955898636 1284.2763955898636
1.692875 1.0 0.001 -3.6666666666666665 2.7428940451280974 407.3019173012614 1291.7159469345354 1291.7159469345354 1291.7159469345354 1291.7159469345354 1291.7159469345354
