# sigma_avg sigma_min sigma_max sigma_std
241.9445279889562 153.58521242430828 203.90607062755012 72.73204709457936
242.2547127256582 152.30766695789902 205.17551702641873 72.95762028462252
240.6444941012185 152.65330478681346 205.26729790759472 73.96002957440353
243.27905326754944 153.69418567878773 202.8933893849331 72.97030803327479
257.37698619184675 159.28217031523636 198.28755185459605 68.1157348168933
256.2711816647135 161.89404454296272 195.298635750736 73.97935816722753
