# sigma_avg sigma_min sigma_max sigma_std
336.67673548184445 56.537816495621925 68.50918981285652 62.43269420647466
337.5003850803426 54.40058488116925 68.03058110886022 60.935080465387855
339.0266899838693 55.90198353349647 67.21633602187455 61.468390028931054
339.3008515328833 53.036515173413235 68.57968581127807 60.495925976239405
349.2499048536831 43.85385881998811 50.02988796504422 46.838972441099415
