# bin A x0 y0 x1 y1 alpha beta gamma delta
0 0.001173488650566349 49.244459277547925 1.0000075730797848 13.439857078425403 1.000007573079793 -0.9323182245501599 0.29630728073482393 1.1642589315647225 0.2963072814817818
1 0.0006015541811054276 63.458136297308485 1.0000070925376983 16.033746685480015 1.0000070925383684 -1.1673807243202172 0.30164920308915605 1.3785281858520673 0.3016492359231989
