# k bin_0 bin_1
15.075000000000001 1.458401642975628e-26 1.312144731396169e-22
15.125 1.2228131598801348e-26 1.0932585857087354e-22
15.175 1.0252365462955637e-26 9.108607477292608e-23
15.225000000000001 8.595461409297968e-27 7.588730203527658e-23
15.275 7.206021859711213e-27 6.322289426546109e-23
15.325000000000001 6.0409235920266934e-27 5.267055162359393e-23
15.375 5.063987421844313e-27 4.3878289594973756e-23
15.425 4.244861475435174e-27 3.6552740180840554e-23
15.475000000000001 3.558083809251576e-27 3.0449397912799485e-23
15.525 2.982295613490246e-27 2.5364487656382314e-23
15.575000000000001 2.4995808433589354e-27 2.1128184777256386e-23
15.625 2.0949119909526338e-27 1.7598962963629747e-23
15.675 1.755684961421258e-27 1.465888230257658e-23
15.725000000000001 1.4713287475418454e-27 1.2209661324913357e-23
15.775 1.2329778903956955e-27 1.0169402688086747e-23
15.825000000000001 1.033197640275784e-27 8.46986381485575e-24
15.875 8.657533498030967e-28 7.054181861216824e-24
15.925 7.25416990052147e-28 5.8749774457013504e-24
15.975000000000001 6.078048214918931e-28 4.8927741308683716e-24
16.025 5.092412097500913e-28 4.0746811211737995e-24
16.075000000000003 4.266443807576297e-28 3.393295375373497e-24
16.125 3.574305853731224e-28 2.8257866148246745e-24
16.175 2.9943371076264115e-28 2.3531347822456903e-24
16.225 2.5083785198303536e-28 1.9594945695453892e-24
16.275 2.1012075696146394e-28 1.631665855756197e-24
16.325000000000003 1.7600639363726893e-28 1.358652416673201e-24
16.375 1.4742516970935488e-28 1.1312942030650147e-24
16.425 1.2348057187496416e-28 9.419609315119098e-25
16.475 1.034211898845195e-28 7.842967721324103e-25
16.525 8.661725729731606e-29 6.530076183040974e-25
16.575000000000003 7.254098059564315e-29 5.436838413745967e-25
16.625 6.075004561924455e-29 4.526526153252618e-25
16.675 5.087378871613482e-29 3.7685488161752693e-25
16.725 4.2601602601843494e-29 3.1374284572922977e-25
16.775 3.5673216227291713e-29 2.611945814462371e-25
16.825000000000003 2.987054610225835e-29 2.174428895577465e-25
16.875 2.5010865310844913e-29 1.8101603317144913e-25
16.925 2.094107738307722e-29 1.506883682278604e-25
16.975 1.753291652490023e-29 1.2543921813309013e-25
17.025 1.4678924511629321e-29 1.044186167346884e-25
17.075000000000003 1.2289078711644232e-29 8.691877329855127e-26
17.125 1.0287965974014858e-29 7.235030434335201e-26
17.175 8.61241411178425e-30 6.022243651974873e-26
17.225 7.209506969691791e-30 5.0126517492545457e-26
17.275 6.034921022127254e-30 4.172228241888148e-26
17.325000000000003 5.05153147441264e-30 3.47264158026945e-26
17.375 4.228244249639428e-30 2.890302531879187e-26
17.425 3.5390172946789216e-30 2.4055708201022524e-26
17.475 2.962040551839584e-30 2.0020944113836747e-26
17.525 2.479048900419089e-30 1.6662592854514502e-26
17.575000000000003 2.0747465292741813e-30 1.3867312248044173e-26
17.625 1.736324686666529e-30 1.1540742434063465e-26
17.675 1.453057675541168e-30 9.604328435692406e-27
17.725 1.2159644118418547e-30 7.992674302009568e-27
17.775 1.0175249169754073e-30 6.651339944698832e-27
17.825000000000003 8.514428367884891e-31 5.535006641233799e-27
17.875 7.124465223291911e-31 4.605949548588002e-27
17.925 5.961224170255771e-31 3.832765876784329e-27
17.975 4.987755086236019e-31 3.1893159555331557e-27
18.025 4.17312453782117e-31 2.65384157708371e-27
18.075000000000003 3.4914369525598057e-31 2.208231953681739e-27
18.125 2.9210148831859585e-31 1.8374125881405798e-27
18.175 2.443712531388356e-31 1.5288364871917802e-27
18.225 2.0443408886988118e-31 1.2720605879397255e-27
18.275 1.7101863634758672e-31 1.0583931332393758e-27
18.325000000000003 1.4306077052971453e-31 8.806001182432928e-28
18.375 1.1966985033157426e-31 7.326609177648364e-28
18.425 1.0010046007318598e-31 6.09564859158984e-28
18.475 8.372874980733257e-32 5.071418836772609e-28
18.525 7.003262678543954e-32 4.219215869713567e-28
18.575000000000003 5.857517177603158e-32 3.5101588514354066e-28
18.625 4.899075570663722e-32 2.9202134856754246e-28
18.675 4.0973417332000183e-32 2.4293790836850584e-28
18.725 3.426713403320675e-32 2.021011922238375e-28
18.775 2.8657677655439404e-32 1.6812620557337717e-28
18.825000000000003 2.3965797387311182e-32 1.398604568553183e-28
18.875 2.0041513639123803e-32 1.1634494387712975e-28
18.925 1.6759342017337365e-32 9.678168360208789e-29
18.975 1.4014295922402414e-32 8.050668840433379e-29
19.025 1.171854094271998e-32 6.696747564805628e-29
19.075000000000003 9.79859485810304e-33 5.57043504674247e-29
19.125 8.192984349367203e-33 4.633482901522835e-29
19.175000000000004 6.85028398448967e-33 3.854067550039005e-29
19.225 5.7274751707343526e-33 3.205711462032814e-29
19.275 4.788572909897792e-33 2.666385448809095e-29
19.325000000000003 4.003476690320926e-33 2.2177616333551721e-29
19.375 3.347008963155627e-33 1.8445918184888002e-29
19.425000000000004 2.798110606287053e-33 1.5341902128422026e-29
19.475 2.3391677656478363e-33 1.2760030031370607e-29
19.525 1.9554486380285815e-33 1.0612501983416783e-29
19.575000000000003 1.634632254139228e-33 8.826276160447368e-30
19.625 1.3664142459625714e-33 7.340589162261914e-30
19.675000000000004 1.1421770313402798e-33 6.104892812523265e-30
19.725 9.547138984425813e-34 5.077137505513907e-30
19.775 7.979981885545523e-34 4.222343916422004e-30
19.825000000000003 6.669902116713164e-34 3.511414656246573e-30
19.875 5.574757313640995e-34 2.920145578842912e-30
19.925000000000004 4.659308613742224e-34 2.428403210778563e-30
19.975 3.894090582934223e-34 2.0194404031244372e-30
20.025 3.2544659931558527e-34 1.679326988345282e-30
20.075000000000003 2.7198352368770733e-34 1.3964761234850849e-30
20.125 2.2729750995307295e-34 1.1612502446887988e-30
20.175000000000004 1.8994857398743352e-34 9.656332575096127e-31
20.225 1.5873281837333216e-34 8.029578337534376e-31
20.275 1.3264375277447283e-34 6.676785548284848e-31
20.325000000000003 1.1083994689665039e-34 5.551831969763244e-31
20.375 9.261798003681881e-35 4.616357480150572e-31
20.425000000000004 7.738982058042062e-35 3.8384582215838766e-31
20.475 6.46639105015123e-35 3.1916003555967482e-31
20.525 5.402934846573838e-35 2.653716508232505e-31
20.575000000000003 4.5142664311589304e-35 2.2064541909160095e-31
20.625 3.7716760653964375e-35 1.8345506447823798e-31
20.675000000000004 3.1511666760588714e-35 1.525312850697115e-31
20.725 2.632680791328457e-35 1.268185020253998e-31
20.775 2.1994542034409395e-35 1.0543888557597638e-31
20.825000000000003 1.8374755984495364e-35 8.766243404388295e-32
20.875 1.535034791918438e-35 7.288208777041512e-32
20.925000000000004 1.2823450516844998e-35 6.059303101593564e-32
20.975 1.0712273662047453e-35 5.037547731105787e-32
21.025 8.94846505294559e-36 4.188035221069793e-32
21.075000000000003 7.474903830960268e-36 3.48173859619419e-32
21.125 6.243856238751172e-36 2.8945210586667396e-32
21.175000000000004 5.215433943906111e-36 2.4063124085405604e-32
21.225 4.356305392777145e-36 2.0004241206523037e-32
21.275 3.638618693234973e-36 1.6629797421843167e-32
21.325000000000003 3.039101327391155e-36 1.3824412010087993e-32
21.375 2.5383076833118264e-36 1.1492148807020027e-32
21.425000000000004 2.119990151211218e-36 9.553240346022405e-33
21.475 1.770573506589507e-36 7.941363708490568e-33
21.525 1.4787156281951468e-36 6.601375198071898e-33
21.575000000000003 1.2349403791319626e-36 5.4874265856756646e-33
21.625 1.0313308041363883e-36 4.561398674939564e-33
21.675000000000004 8.612727396650597e-37 3.791598752841058e-33
21.725 7.192405584016566e-37 3.1516774853479324e-33
21.775 6.006181283151455e-37 2.6197282994878214e-33
21.825000000000003 5.015492021448671e-37 2.177538515649965e-33
21.875 4.188124026146525e-37 1.8099666690948145e-33
21.925000000000004 3.497167624086133e-37 1.5044247637543463e-33
21.975 2.9201444141472824e-37 1.2504477810120538e-33
22.025 2.4382779837956164e-37 1.0393357431630554e-33
22.075000000000003 2.035884577104879e-37 8.638561070859726e-34
22.125 1.6998639968957927e-37 7.179963226449627e-34
22.175000000000004 1.4192742626765821e-37 5.967581026462823e-34
22.225 1.184976253345224e-37 4.959863751494287e-34
22.275 9.893368264905227e-38 4.1222707311067845e-34
22.325000000000003 8.259807972866522e-38 3.4260890108899787e-34
22.375 6.895837406441182e-38 2.847450376406507e-34
22.425000000000004 5.756989012420963e-38 2.366514129965858e-34
22.475 4.806126000969399e-38 1.966787678789127e-34
22.525 4.0122344890645163e-38 1.6345617018400464e-34
22.575000000000003 3.3494145443190936e-38 1.3584405780541335e-34
22.625 2.796037394821584e-38 1.128952014476859e-34
22.675000000000004 2.3340414547901882e-38 9.382225200390961e-35
22.725 1.9483443148413294e-38 7.797076217476253e-35
22.775 1.626351605124945e-38 6.479675917873744e-35
22.825000000000003 1.3575467808850102e-38 5.384810103273121e-35
22.875 1.1331485047949821e-38 4.474897828267364e-35
22.925000000000004 9.458244934509569e-39 3.7187030654790897e-35
22.975 7.8945252783803e-39 3.0902637554041746e-35
23.025 6.589208585092947e-39 2.568001571292822e-35
23.075000000000003 5.499615153132051e-39 2.133981913252244e-35
23.125 4.590111001312068e-39 1.7732987870944148e-35
23.175000000000004 3.83094533861262e-39 1.4735634979789357e-35
23.225 3.19727974737285e-39 1.2244796427128e-35
23.275 2.6683774814588597e-39 1.0174898391388285e-35
23.325000000000003 2.2269264863117394e-39 8.454820873968045e-36
23.375 1.8584740958800963e-39 7.025456999534668e-36
23.425000000000004 1.550954993723124e-39 5.837684350130692e-36
23.475 1.294297059702402e-39 4.850678793008351e-36
23.525 1.0800922581122222e-39 4.030512995353737e-36
23.575000000000003 9.013218400721047e-40 3.3489915731667654e-36
23.625 7.521269012549583e-40 2.7826829302498357e-36
23.675000000000004 6.276168129835768e-40 2.312114584025067e-36
23.725 5.237092783031349e-40 1.9211043784463688e-36
23.775 4.369967949608493e-40 1.5962046423916354e-36
23.825000000000003 3.6463516773420167e-40 1.3262402240928666e-36
23.875 3.042504312388033e-40 1.1019245509474385e-36
23.925000000000004 2.5386114456083814e-40 9.155405396812998e-37
23.975 2.118135203305724e-40 7.606754059329724e-37
24.025 1.7672726946972398e-40 6.320002710697326e-37
24.075000000000003 1.474503924443356e-40 5.250870007704638e-37
24.125 1.2302143978947502e-40 4.362559872545087e-37
24.175000000000004 1.026380084715927e-40 3.624496487729488e-37
24.225 8.56304442275617e-41 3.0112730249106436e-37
24.275 7.143989001987323e-41 2.5017780042228708e-37
24.325000000000003 5.959996269400312e-41 2.0784692777059164e-37
24.375 4.972145845564668e-41 1.7267706979788638e-37
24.425000000000004 4.147958675242422e-41 1.4345707453161442e-37
24.475 3.460331478141906e-41 1.1918058870734095e-37
24.525 2.886647384132671e-41 9.901143530628696e-38
24.575000000000003 2.4080336354815965e-41 8.225484287899163e-38
24.625 2.008742048534674e-41 6.833353783750624e-38
24.675000000000004 1.6756319428192664e-41 5.676787794548848e-38
